250 46687
181 18 34
177 12 29
190 30 82
117 51 72
128 152 45
201 38 71
62 199 51
112 92 58
53 66 37
151 248 42
196 24 7
124 222 15
109 57 50
138 176 74
44 158 52
227 120 64
134 30 78
103 74 49
60 101 53
105 12 88
52 225 2
201 149 97
32 175 56
83 86 44
56 7 62
109 157 95
101 198 96
192 188 37
146 168 54
217 214 82
40 89 60
53 176 4
121 192 37
196 161 64
8 195 35
91 229 28
210 30 41
173 114 31
241 240 78
39 69 41
13 173 57
83 187 24
125 89 32
230 82 16
69 160 93
129 79 61
208 232 81
121 164 78
144 75 79
53 162 38
60 247 7
225 143 72
221 159 44
237 220 38
30 34 28
113 241 88
16 178 86
111 46 26
191 209 75
130 36 47
106 214 88
46 198 24
65 126 41
210 194 7
230 9 19
218 177 80
134 28 60
243 139 99
178 175 44
40 114 78
161 192 45
243 75 64
187 188 48
29 16 91
120 180 26
74 132 68
184 159 7
213 105 16
228 101 83
25 112 89
164 4 47
24 83 87
140 123 84
235 194 72
118 116 53
50 29 11
80 229 10
1 188 69
227 51 65
140 28 36
203 139 87
59 26 42
100 144 84
107 120 81
168 134 86
39 237 36
148 23 99
124 112 26
1 203 57
87 196 89
222 238 81
55 120 84
190 174 91
185 36 6
241 145 17
61 5 11
33 211 53
181 217 73
55 188 39
114 192 29
53 200 31
205 216 28
20 13 69
216 97 98
119 71 45
102 106 19
136 86 59
150 152 39
218 195 51
127 170 89
192 163 54
207 94 69
120 69 9
182 11 14
53 52 83
244 129 19
152 236 76
49 184 34
9 50 58
59 83 89
88 20 66
87 202 80
64 29 23
222 159 31
241 124 80
135 223 69
141 186 97
125 158 12
86 4 50
134 132 42
7 56 23
136 142 22
39 112 26
193 40 49
75 0 1
26 241 76
66 173 13
193 115 1
107 200 31
101 197 17
18 108 73
238 28 94
201 54 70
214 83 78
99 193 33
178 49 97
120 103 4
149 166 83
22 82 10
220 202 7
28 198 55
100 231 65
103 127 52
138 110 22
32 29 22
96 120 18
42 244 47
123 60 91
73 118 10
146 169 18
115 32 51
95 22 13
34 192 93
15 222 94
45 83 85
171 87 97
191 133 67
226 89 17
27 213 85
123 238 5
211 65 94
76 166 66
236 132 81
11 249 19
178 179 95
93 144 88
127 49 60
131 44 32
121 20 99
74 56 66
125 216 63
211 126 17
49 145 5
70 19 81
126 12 54
235 99 80
209 47 15
76 146 40
103 241 3
14 242 92
134 23 14
134 130 58
119 150 45
107 112 4
162 172 6
207 243 25
153 83 53
215 48 4
221 12 34
35 129 52
72 202 23
147 142 47
114 197 1
182 110 71
186 112 15
231 100 74
179 238 91
20 83 55
182 190 30
101 234 14
105 102 96
184 33 50
57 30 40
215 73 34
219 65 36
149 165 44
241 180 44
210 157 17
45 236 57
149 48 97
55 171 70
175 226 90
118 99 78
92 162 33
163 80 59
174 186 87
24 224 59
2 177 89
17 179 73
99 87 94
227 231 28
220 213 63
113 191 57
179 202 1
157 49 24
1 97 49
67 1 46
136 196 70
155 219 35
117 68 21
221 175 37
165 61 57
42 122 37
237 150 99
165 160 24
4 213 72
115 247 4
103 172 2
48 238 10
132 216 68
101 159 3
207 238 85
62 178 87
138 24 70
46 75 2
82 201 46
101 44 92
98 153 14
244 85 72
105 230 38
177 216 45
198 50 3
140 116 48
131 213 59
8 94 50
10 201 49
88 91 31
130 127 26
166 62 17
181 195 98
109 87 30
249 164 87
142 97 13
184 35 45
184 74 38
162 165 64
22 240 57
190 7 32
51 194 41
46 58 51
74 133 72
26 226 71
133 214 63
6 86 14
151 42 82
221 27 56
105 192 88
220 162 1
24 61 83
63 19 42
201 132 82
75 134 57
31 165 33
29 25 84
70 249 73
47 120 52
3 115 61
152 119 67
158 57 87
241 130 79
107 100 95
215 22 24
35 34 37
186 108 72
213 103 25
116 166 64
6 85 16
225 241 61
191 216 25
115 197 30
67 220 77
68 44 21
48 187 93
34 213 37
172 113 60
111 81 76
116 221 29
50 63 78
192 102 97
135 133 32
41 81 61
151 78 57
3 236 50
242 41 61
159 216 45
156 212 78
49 171 31
194 171 69
206 69 96
18 242 58
71 76 38
85 67 83
206 8 34
152 171 53
78 20 27
33 160 21
27 17 87
212 159 90
72 57 72
106 9 63
242 211 49
6 218 42
39 179 88
232 164 45
50 235 15
113 124 71
148 172 56
47 98 89
135 212 19
9 179 52
96 6 20
240 125 33
241 209 34
163 59 5
40 179 13
70 206 49
24 169 48
199 206 95
155 112 86
179 97 3
151 214 71
82 22 53
89 235 90
198 214 50
135 209 5
232 122 41
113 52 46
90 223 16
186 19 45
224 26 91
176 37 71
228 3 64
88 116 64
241 14 22
11 247 53
228 162 23
53 73 51
134 185 97
151 110 33
45 182 28
197 179 54
106 134 5
52 238 54
147 141 50
16 147 31
11 138 83
210 10 49
142 159 42
144 138 64
41 16 78
58 183 79
122 126 81
210 214 1
112 61 67
48 55 80
161 168 22
242 115 29
228 222 2
186 239 97
194 85 10
190 50 46
135 132 88
14 114 56
30 129 86
121 101 60
71 19 84
34 84 21
56 12 80
151 89 11
94 226 43
43 21 27
97 227 2
50 170 1
150 120 30
169 112 81
180 53 12
204 194 52
113 108 39
149 220 73
123 244 62
36 196 28
112 86 57
24 100 4
161 246 11
34 93 94
245 39 43
202 40 41
128 187 22
73 51 99
214 224 3
105 198 11
214 18 63
209 84 5
133 189 84
142 15 31
40 246 83
192 238 60
12 19 47
211 182 26
6 182 27
78 208 81
115 104 47
32 202 49
186 148 14
183 170 59
163 77 1
100 44 8
87 124 16
210 215 64
214 143 70
193 161 3
192 97 72
236 192 13
154 222 23
196 74 26
127 237 91
99 236 22
102 127 15
108 71 5
241 230 66
235 241 19
180 162 71
234 219 77
242 112 25
17 142 6
142 0 34
123 236 74
83 149 4
143 201 46
174 26 23
92 129 46
192 223 6
157 204 7
22 94 29
247 21 85
106 68 30
69 45 27
119 173 38
27 136 58
172 103 7
220 151 90
119 37 35
199 71 3
75 129 74
223 237 64
2 219 71
133 114 96
143 220 70
216 212 77
58 72 85
130 40 24
231 232 37
160 245 54
231 176 74
145 62 64
79 78 14
240 213 91
31 201 29
179 188 93
243 237 43
38 104 80
21 112 13
112 130 67
91 236 5
71 80 56
180 203 51
85 142 72
169 78 96
76 235 78
35 180 40
155 205 22
125 46 33
72 155 23
132 17 82
249 159 68
47 208 55
124 119 56
234 67 64
2 152 43
228 33 35
234 81 43
88 18 35
58 211 5
80 27 75
62 203 95
93 230 72
185 199 91
65 46 14
185 116 15
148 210 38
235 148 34
6 24 44
38 220 8
161 18 52
224 222 41
203 206 89
247 94 60
36 106 34
127 81 15
130 119 49
210 70 25
203 183 70
225 17 24
161 142 66
248 110 78
167 176 76
61 86 65
35 95 66
185 222 74
165 42 30
60 151 44
164 218 83
14 217 79
1 149 17
198 226 44
11 226 18
127 240 31
204 215 30
30 142 33
237 82 80
244 186 75
115 206 34
138 85 17
89 144 31
16 243 54
176 15 52
248 208 31
85 44 78
113 9 91
145 85 20
103 3 18
172 135 37
193 96 16
189 238 9
109 210 46
213 100 91
219 46 23
119 74 97
237 29 54
139 114 24
49 51 50
142 56 2
80 112 77
63 114 56
195 159 29
198 62 42
44 183 94
136 150 80
95 87 63
192 233 61
21 211 37
111 72 10
37 108 28
5 148 28
52 44 45
82 178 59
92 72 26
217 132 26
95 36 47
18 110 10
179 181 12
91 36 90
100 38 96
168 6 41
99 230 30
194 24 23
240 223 10
129 167 31
98 31 9
37 220 89
67 108 33
126 83 58
124 136 61
59 200 98
33 213 1
7 134 23
10 207 56
185 67 48
121 162 96
160 30 37
162 236 24
24 59 80
150 228 58
157 228 58
0 147 71
39 246 65
218 242 78
31 195 24
121 170 48
57 71 13
22 230 99
67 109 51
192 39 83
202 203 60
56 18 47
191 218 35
154 193 61
15 227 62
140 32 68
224 72 92
121 100 39
49 57 34
172 176 13
145 153 5
43 65 26
207 36 18
91 90 51
5 109 15
14 68 44
161 70 70
42 89 14
45 6 25
57 149 71
185 89 61
188 34 41
144 6 10
208 223 21
38 79 20
28 123 87
94 244 57
205 10 87
29 123 40
150 115 8
176 106 22
104 215 23
164 163 25
204 154 95
107 23 18
228 91 80
53 206 67
11 163 95
242 108 78
241 212 21
12 191 53
207 123 61
234 136 71
206 1 3
18 243 2
29 51 45
97 10 58
103 98 13
68 216 72
147 235 47
179 190 67
47 27 72
199 203 24
223 45 97
60 48 22
115 220 95
137 107 36
156 164 29
96 150 13
86 28 56
136 152 50
44 228 82
111 219 99
55 153 43
212 125 51
235 87 5
64 76 96
69 218 29
205 65 71
57 9 55
166 186 61
235 243 45
88 114 59
69 10 97
185 22 14
94 230 71
174 77 90
203 40 73
181 128 70
22 162 43
115 176 54
208 48 80
225 124 97
116 86 22
28 109 90
80 90 19
18 236 64
197 232 2
27 72 24
66 36 45
110 62 93
181 143 76
206 86 59
202 162 20
146 180 87
194 178 42
210 7 9
191 78 8
47 195 6
113 0 82
107 242 53
216 155 89
4 126 5
178 41 37
167 105 57
174 5 16
43 211 65
45 40 34
223 8 26
30 81 47
238 173 30
115 137 32
242 144 32
192 162 35
119 123 69
147 223 32
52 56 41
160 74 33
138 74 43
220 125 19
164 220 9
95 237 45
122 176 82
102 244 14
86 49 93
123 167 97
67 83 14
75 139 50
9 35 56
61 140 22
182 102 60
79 166 38
125 162 87
129 246 39
181 198 54
165 78 51
38 54 13
84 40 44
81 17 94
22 57 74
145 66 15
125 47 46
244 150 3
27 64 19
88 198 74
73 132 65
234 217 17
244 83 18
49 239 89
190 31 11
35 20 3
87 10 30
175 27 11
249 113 36
96 216 21
42 186 89
153 204 38
56 157 46
121 87 77
225 19 87
41 117 28
125 164 89
226 238 95
181 81 73
185 191 41
125 108 44
169 243 16
147 131 8
103 204 2
213 64 93
189 214 80
58 243 66
81 69 47
229 222 82
92 133 77
18 17 17
168 78 93
107 208 96
110 189 65
139 248 31
54 153 73
70 16 49
33 6 22
212 57 8
105 17 30
98 126 93
5 199 74
107 159 27
61 71 80
128 238 10
86 95 74
141 174 91
212 54 28
41 69 83
181 227 37
67 18 9
0 121 90
209 215 1
194 227 86
222 133 73
47 207 26
55 68 62
89 174 42
57 99 70
125 146 64
244 221 95
0 163 51
242 192 87
221 10 99
7 236 9
21 91 33
160 112 21
77 1 50
239 206 92
89 114 57
97 223 30
156 155 32
127 178 24
54 146 67
181 204 59
244 12 42
183 125 37
114 56 26
111 189 45
230 39 5
108 55 81
70 225 81
173 199 90
204 94 18
80 156 83
112 167 59
82 114 57
99 158 34
129 92 80
90 126 50
7 131 9
123 170 7
235 95 47
77 9 3
68 218 79
9 178 20
231 187 23
47 59 61
46 165 77
12 14 41
159 30 78
72 8 29
144 145 55
159 4 25
69 89 21
89 11 67
231 46 29
151 161 99
221 219 57
231 96 76
238 113 40
58 31 45
62 208 74
216 25 15
141 30 82
40 236 49
86 181 22
70 106 29
233 113 82
164 175 44
35 21 45
39 161 94
19 102 60
209 124 33
44 134 83
166 13 67
242 70 25
217 74 88
211 15 37
128 18 22
38 108 83
191 156 43
244 73 37
134 17 3
17 100 72
26 111 9
141 159 5
89 97 54
94 101 28
79 115 58
155 3 91
54 19 52
221 97 56
59 129 34
47 194 68
82 172 90
95 151 74
174 155 49
109 127 18
34 166 30
153 6 68
63 151 80
47 136 3
20 48 39
101 242 46
21 159 56
48 12 27
39 107 78
232 243 3
24 73 94
67 98 26
219 126 85
131 92 58
153 63 8
43 9 94
73 101 54
162 101 74
203 21 10
113 238 78
63 46 13
87 115 58
12 174 67
114 79 91
240 102 3
129 81 12
12 190 5
149 117 86
172 32 97
34 50 8
222 97 99
115 181 30
95 88 81
88 246 38
58 66 13
60 114 2
69 18 13
127 208 64
169 113 72
189 105 96
110 214 94
160 176 14
188 161 94
144 3 17
134 119 56
157 194 61
45 131 28
11 195 44
3 75 83
169 234 23
158 70 76
106 219 7
54 246 62
73 53 62
40 194 58
70 221 22
186 104 25
171 47 36
140 131 49
140 230 27
52 98 87
20 72 29
195 157 28
169 157 55
177 192 82
249 207 98
72 245 71
243 186 11
169 14 19
41 136 51
217 90 46
193 189 38
71 182 51
22 218 66
246 150 52
52 6 46
132 5 59
60 0 7
122 88 28
19 181 37
60 61 40
75 193 53
131 64 95
153 171 29
4 92 97
10 243 61
109 19 50
156 123 58
117 172 81
85 109 67
129 168 25
105 162 94
66 64 67
93 89 57
201 135 40
87 101 37
57 241 66
95 199 90
5 83 42
185 145 92
13 177 46
71 175 17
244 170 98
210 227 36
181 237 12
42 203 94
162 248 98
195 48 26
46 92 51
85 203 99
206 237 63
0 197 90
20 187 66
236 243 24
194 245 47
241 165 1
95 116 49
38 148 15
50 223 12
15 166 72
213 248 89
25 14 8
212 161 17
96 230 13
153 192 52
66 11 47
39 116 13
62 23 2
169 83 50
126 197 81
194 10 43
135 193 70
134 167 59
203 79 56
42 88 59
214 23 14
77 55 63
134 0 85
62 78 8
80 64 19
192 31 29
45 176 28
96 239 94
202 133 31
105 34 82
234 151 55
12 24 56
42 249 55
138 84 4
36 193 49
241 156 8
113 59 77
135 52 65
43 83 46
188 80 35
22 7 97
62 179 70
13 147 7
109 40 96
2 4 73
239 32 33
116 149 47
56 228 6
106 208 71
97 109 13
35 149 26
67 230 22
114 177 27
94 196 9
178 204 83
213 212 64
51 244 81
123 202 51
159 56 88
227 80 18
131 186 63
37 175 74
25 187 39
132 127 28
31 144 71
230 203 42
166 5 22
30 65 48
111 88 41
24 45 98
157 33 48
96 15 75
84 146 30
60 184 83
49 35 99
72 163 97
55 13 95
78 193 63
243 191 47
53 159 44
161 124 12
134 143 38
110 171 95
42 202 90
132 174 51
215 224 14
200 204 33
213 38 26
142 153 24
7 73 75
147 16 47
208 113 35
150 55 53
109 115 29
199 222 78
112 77 26
141 45 48
116 114 58
181 12 61
169 70 24
88 110 44
195 209 98
76 173 2
207 179 79
21 44 37
217 57 59
72 21 9
190 125 5
167 222 32
44 87 52
54 23 67
74 237 29
248 158 58
33 36 48
169 92 21
69 229 12
65 92 78
185 156 71
28 185 54
185 174 94
139 70 55
