500 187125
499 253 15
238 108 18
301 380 75
37 440 91
251 246 46
197 7 60
382 237 99
452 16 5
458 333 89
320 78 37
428 267 45
45 279 61
497 429 84
310 26 15
149 130 92
194 351 31
146 457 81
305 236 10
464 497 98
226 101 21
479 444 28
243 212 87
337 272 79
78 255 68
299 428 41
440 358 46
238 469 53
374 304 36
427 497 83
161 369 93
237 385 26
461 378 48
337 7 15
415 380 95
136 475 24
106 82 70
137 138 20
453 77 40
338 321 67
53 188 78
59 109 10
393 209 3
343 451 55
474 367 61
172 26 32
98 210 7
271 400 36
285 413 20
171 337 26
136 164 70
297 51 22
144 439 30
73 272 3
147 431 32
394 403 1
337 402 38
118 111 92
386 267 66
369 443 75
392 437 59
23 142 92
337 474 85
321 26 50
114 60 36
408 296 38
31 255 38
382 119 83
123 408 74
182 157 65
394 435 26
78 349 66
91 109 97
475 57 47
219 86 68
120 30 72
395 473 43
393 164 21
14 244 55
272 478 2
223 154 2
489 355 91
211 277 92
66 267 27
0 322 14
277 122 2
412 332 10
0 172 35
264 64 12
33 379 79
168 379 1
483 251 24
140 155 72
97 318 61
191 381 32
449 420 51
116 47 46
123 338 95
380 93 95
158 431 44
326 172 26
220 96 87
217 431 24
262 290 56
237 319 27
251 356 37
363 228 33
414 205 25
365 144 73
326 310 7
442 146 66
111 359 76
32 442 75
163 291 66
210 12 12
163 202 4
320 26 94
152 477 96
464 440 79
321 343 19
40 256 17
67 315 46
196 27 90
244 204 12
218 300 74
171 79 82
329 26 35
75 215 4
72 0 54
239 191 53
60 258 52
416 492 55
62 294 12
222 391 57
53 362 94
186 410 31
91 472 80
122 329 28
387 421 47
298 139 51
314 454 48
350 53 8
471 336 32
254 87 84
133 433 39
53 373 74
225 83 33
197 104 27
114 399 41
344 398 6
408 127 84
271 20 31
460 166 13
129 177 34
0 176 5
161 291 59
157 412 48
215 200 68
493 148 96
25 327 56
153 209 79
111 96 57
86 23 93
64 206 54
286 60 2
267 101 12
387 179 36
57 35 90
450 58 71
405 442 21
329 184 50
406 46 82
443 21 81
232 59 58
333 493 59
399 362 57
138 132 86
361 252 15
141 215 46
383 449 34
196 216 41
174 132 58
407 252 6
382 239 86
221 114 49
170 187 29
31 132 94
296 415 74
367 445 45
399 198 40
240 99 61
8 164 7
439 144 35
433 41 55
374 450 54
330 180 45
347 404 45
133 30 45
211 19 71
372 440 43
217 60 67
479 493 76
144 93 92
28 216 26
92 438 47
458 176 88
56 334 84
387 480 86
293 26 91
44 190 43
124 140 67
489 80 49
180 214 5
354 251 88
418 203 68
244 472 98
1 437 94
386 383 18
93 29 31
364 286 90
494 113 51
69 172 14
465 68 88
172 346 87
199 80 6
257 198 23
104 176 29
171 431 67
198 208 54
