100 7425
38 79 43
81 60 16
15 38 65
51 44 5
26 32 57
5 81 11
70 23 61
36 81 93
9 35 22
70 5 62
90 8 52
66 79 88
13 84 33
81 28 60
12 62 89
9 97 19
95 54 23
91 7 63
75 18 32
70 85 69
42 24 14
44 70 19
44 3 42
69 0 16
81 94 78
35 15 19
78 67 7
34 63 35
88 24 92
32 96 55
74 9 87
52 66 50
69 96 68
79 51 97
92 66 6
31 73 67
63 61 34
68 25 22
98 82 98
86 51 11
64 31 56
93 11 82
87 96 49
68 55 49
16 26 41
62 43 86
26 53 42
77 79 6
86 3 30
83 10 62
87 28 88
70 4 27
65 27 72
87 79 5
91 58 3
23 97 55
79 49 82
83 12 17
6 24 97
63 97 44
6 87 12
56 42 31
63 71 16
20 92 83
24 97 1
95 0 4
52 96 26
98 69 34
9 11 64
59 65 69
52 43 57
55 49 77
40 12 58
68 52 6
13 86 12
6 0 10
54 87 41
66 12 43
43 83 36
42 8 26
67 69 36
47 59 90
99 60 66
86 46 34
51 94 25
24 43 31
61 53 55
75 79 9
32 70 10
51 7 94
60 22 91
77 96 89
26 42 34
79 19 39
40 72 57
48 43 54
34 2 10
75 23 63
29 94 15
22 21 41
69 68 86
67 91 75
89 95 25
78 85 83
46 38 12
40 20 83
91 23 83
57 58 20
68 0 67
60 24 60
99 33 79
73 34 55
7 65 49
80 53 93
67 18 90
4 72 8
72 2 79
38 54 47
43 5 5
1 90 66
16 88 49
87 47 1
92 30 82
2 84 68
90 40 43
64 60 76
39 98 39
14 91 63
35 20 75
18 83 91
33 60 8
90 73 53
24 64 22
48 6 29
26 63 61
54 95 36
10 51 94
95 39 82
46 55 65
32 37 55
87 49 70
68 9 79
17 82 53
92 3 17
22 90 99
40 33 18
8 4 47
2 8 29
36 53 12
25 72 88
10 55 50
33 1 13
50 19 10
86 11 7
17 2 48
17 52 53
3 7 51
15 65 19
68 72 15
9 99 67
3 71 55
27 61 55
77 26 99
89 21 99
59 33 26
68 33 94
69 2 92
41 51 67
99 77 45
0 8 95
24 31 26
30 61 59
91 48 14
49 52 55
61 99 62
52 41 71
24 84 5
39 31 67
73 36 10
0 69 59
74 91 95
8 32 50
16 37 9
64 96 50
50 38 95
58 95 15
4 87 46
64 68 80
39 63 91
61 63 52
57 83 48
98 28 61
58 96 71
64 57 86
54 89 55
73 65 36
60 59 11
52 37 69
69 72 41
6 85 59
84 91 1
35 9 33
68 98 26
50 18 39
5 23 91
40 67 92
15 18 75
99 8 30
90 30 92
99 59 92
10 89 43
6 4 65
90 84 67
28 61 44
84 7 64
22 54 95
20 49 31
88 42 7
40 44 44
68 19 17
71 4 68
88 26 33
37 95 95
38 92 96
37 87 90
26 64 9
71 10 15
94 11 75
87 71 66
59 81 6
78 27 28
79 87 47
34 39 23
26 58 59
46 44 25
58 70 11
34 97 56
63 72 33
15 97 55
63 27 24
86 87 21
86 37 84
73 27 2
2 5 6
74 1 30
1 9 94
82 94 56
81 11 3
62 55 86
7 24 87
33 35 98
34 86 65
66 49 89
44 52 21
68 48 67
34 30 68
0 48 67
55 47 92
95 80 99
50 54 95
80 83 79
54 37 73
72 70 59
7 10 4
43 42 18
35 40 1
0 35 63
35 57 61
76 55 23
5 63 5
22 5 8
15 16 15
23 49 96
46 6 73
51 42 3
50 17 78
84 15 56
20 90 93
83 20 60
45 31 49
83 95 31
77 21 97
57 36 79
47 5 46
92 37 5
13 80 38
9 85 16
57 42 84
86 80 55
48 5 39
3 88 14
40 79 64
3 75 23
29 93 36
82 12 19
2 31 12
37 5 15
24 5 91
5 49 62
67 31 82
89 63 24
28 85 47
57 19 24
71 41 36
78 35 24
36 19 77
46 98 41
67 25 11
6 43 41
95 93 51
11 82 60
19 23 91
7 93 37
9 60 89
15 4 40
8 54 22
20 30 86
9 10 50
3 45 22
98 22 66
19 26 3
3 61 16
94 30 83
5 94 52
47 77 48
46 64 53
9 64 15
5 12 66
51 74 7
57 11 22
18 97 34
84 20 18
10 73 85
20 70 75
20 99 79
41 87 38
69 45 73
82 26 67
57 98 56
78 3 34
42 81 15
85 4 28
0 41 50
22 29 18
71 60 94
31 16 32
17 8 99
38 43 24
63 92 65
16 82 45
2 25 57
42 20 4
91 57 84
49 29 98
69 37 29
29 22 94
33 43 95
83 96 63
74 54 91
58 77 50
24 93 19
53 8 91
20 80 48
81 54 50
21 30 96
35 54 44
99 54 60
98 40 36
62 83 50
52 53 52
13 71 42
57 52 54
88 48 62
55 5 52
31 50 73
87 11 53
38 63 31
1 94 46
74 3 15
18 59 21
45 19 12
40 49 68
11 70 40
69 90 88
89 38 40
98 16 35
48 96 50
47 15 35
66 19 3
83 52 52
24 62 90
7 14 36
45 87 8
14 3 47
23 35 14
60 88 44
58 23 71
38 25 3
16 14 8
59 64 25
12 15 37
31 45 49
27 43 60
95 10 51
2 88 62
15 17 86
9 80 85
5 88 11
61 44 99
18 33 50
18 44 5
63 47 55
79 2 5
42 66 18
97 61 98
88 41 25
