200 29850
8 160 67
182 12 64
22 130 36
191 17 99
89 165 65
51 128 46
189 68 98
113 61 20
142 190 26
46 178 63
152 12 51
195 130 83
165 116 17
77 51 68
187 120 4
147 174 43
68 161 18
191 68 54
48 28 84
9 178 92
186 94 76
112 70 41
171 198 36
151 81 89
85 101 88
145 117 82
27 101 93
179 149 97
8 72 73
128 137 98
189 146 38
170 38 78
64 49 71
95 50 25
63 118 26
80 72 95
195 180 94
176 190 2
78 34 12
34 80 93
53 112 29
141 122 57
60 6 90
149 10 49
39 27 8
13 34 66
10 121 20
55 107 99
149 195 18
42 70 65
109 23 39
148 30 95
131 25 74
136 178 37
97 151 55
196 118 28
68 17 78
151 161 15
95 68 13
80 39 97
136 61 51
25 181 11
84 35 38
21 169 78
192 24 76
127 39 46
56 114 10
55 10 61
153 95 89
93 15 88
135 58 91
79 94 24
82 162 37
86 192 72
96 27 85
16 93 11
163 25 36
121 90 3
167 158 18
107 10 38
51 137 41
34 60 66
89 31 41
64 173 75
199 13 48
178 100 32
52 164 12
109 79 93
41 157 11
131 137 25
148 37 39
93 111 47
36 83 76
58 191 24
150 173 74
56 196 52
182 42 89
157 21 8
56 34 66
179 38 83
31 22 37
96 4 82
46 20 93
34 131 52
109 188 5
60 143 27
94 169 76
44 173 34
125 132 85
59 160 58
127 146 58
25 196 32
192 83 47
102 104 50
150 188 95
150 68 37
15 197 98
199 34 25
190 170 58
184 132 63
37 24 27
19 181 71
186 134 95
166 188 77
73 75 51
48 140 17
130 6 44
153 48 9
101 92 1
197 100 61
183 123 83
86 103 39
109 104 37
72 106 78
59 102 61
132 10 28
143 85 86
121 166 92
98 116 44
105 194 20
99 108 16
51 16 91
126 49 49
13 66 3
128 81 82
52 197 57
122 169 63
50 77 65
52 100 99
67 6 95
46 10 47
171 125 18
69 10 29
47 70 31
171 134 80
65 56 99
184 180 38
79 166 94
139 149 51
124 16 36
125 73 42
75 79 83
167 47 39
30 95 77
70 103 48
122 163 52
85 120 24
147 76 49
171 132 76
14 144 58
133 173 81
180 189 69
123 2 23
11 51 87
0 75 26
131 122 33
40 16 10
182 13 16
109 199 56
16 123 72
7 181 66
192 20 20
17 152 44
137 63 14
156 176 11
81 169 21
185 154 4
48 9 10
150 3 28
90 185 59
53 61 96
126 88 72
12 133 74
4 131 68
92 74 5
174 178 79
116 134 64
149 197 57
64 6 76
156 85 45
108 196 98
89 107 19
165 39 81
171 3 61
23 60 36
30 61 44
10 84 50
117 128 41
89 144 21
24 107 99
192 132 50
47 63 40
85 11 50
33 74 13
104 175 39
188 86 77
148 184 26
10 89 29
174 129 51
126 7 93
179 127 38
104 173 82
192 35 79
61 69 56
74 147 75
20 2 80
110 169 48
146 180 57
18 172 62
68 54 65
198 194 25
20 54 51
120 198 28
85 149 67
25 48 44
166 19 51
126 87 35
166 143 83
17 15 40
109 50 96
106 182 40
56 152 88
127 162 94
134 126 16
116 176 95
113 5 46
173 81 97
125 31 67
88 117 52
15 119 98
117 30 60
9 63 10
173 192 38
185 127 40
28 86 50
130 197 17
177 4 27
33 125 66
15 5 34
13 145 71
146 66 79
22 166 87
8 10 67
103 5 60
146 63 74
69 96 85
61 193 34
94 77 92
24 163 96
183 132 2
157 94 79
86 50 96
150 133 14
189 72 42
104 142 18
7 105 34
196 179 48
112 31 18
146 162 39
52 43 43
39 126 66
21 199 11
124 37 73
119 121 84
158 178 4
149 182 61
136 188 76
97 22 82
170 147 53
10 73 48
191 196 72
191 40 85
24 172 91
140 33 95
144 199 30
46 93 61
190 130 87
60 67 95
15 40 74
63 47 13
63 158 59
168 44 31
160 94 97
102 195 57
147 192 3
148 199 65
166 76 37
165 11 92
23 39 23
105 131 20
5 38 61
143 126 52
86 46 47
143 21 89
184 104 68
135 49 16
42 57 46
134 174 31
88 72 66
14 94 25
138 117 13
42 185 57
58 28 97
76 117 41
96 30 81
76 45 16
43 6 37
119 178 14
55 106 85
157 83 35
19 195 40
159 101 97
174 156 81
141 196 20
188 194 54
163 168 95
197 107 50
137 8 16
109 41 46
196 41 87
122 97 31
170 174 22
63 194 92
0 93 89
152 73 63
26 20 9
76 93 50
194 77 95
20 16 87
2 76 78
183 39 63
21 103 44
140 61 24
118 75 46
12 168 37
56 180 19
142 107 53
97 174 20
45 106 66
52 17 69
137 84 96
93 66 81
182 4 59
177 172 76
115 72 27
194 126 77
85 46 78
160 71 85
100 159 53
140 2 6
42 1 94
90 129 11
103 118 85
91 95 57
126 172 61
18 185 77
109 90 52
10 148 63
83 102 23
192 122 3
116 163 8
175 138 86
108 154 60
1 21 8
103 18 87
130 2 96
38 8 97
43 149 77
131 143 62
124 193 48
68 98 75
51 192 24
9 55 31
44 34 39
159 73 84
155 176 98
49 43 31
3 129 78
145 15 64
175 61 95
111 99 25
79 183 78
102 199 76
109 121 58
84 81 80
14 39 23
87 103 60
108 46 98
84 90 20
1 92 20
163 126 47
77 198 86
80 135 71
144 133 14
59 192 1
174 176 45
15 97 4
69 134 84
73 47 6
78 195 28
6 194 40
56 12 96
14 124 26
162 73 50
121 71 65
75 13 19
6 156 25
45 187 1
173 108 26
183 106 48
1 71 54
6 172 12
52 32 79
12 10 7
23 26 34
195 92 46
156 103 8
22 156 10
72 76 17
83 130 67
44 102 39
163 40 65
