500 62375
249 341 34
381 201 35
329 456 44
204 265 38
448 63 89
440 85 58
261 114 31
202 435 30
407 231 34
55 343 50
348 436 40
338 77 31
180 471 34
339 43 84
90 60 49
367 350 9
225 60 25
388 172 17
119 475 92
412 424 90
488 279 75
58 186 41
75 170 82
313 405 26
320 47 82
349 187 70
290 31 42
302 194 22
68 282 49
376 458 28
174 285 17
74 41 92
278 421 78
195 221 61
261 487 56
109 115 23
383 466 12
423 297 21
72 399 25
463 55 33
333 136 91
461 183 8
462 52 60
382 298 92
348 224 61
335 453 23
494 473 57
72 221 10
105 115 3
186 43 87
320 401 89
493 108 78
396 499 40
463 213 45
418 333 45
177 318 15
73 132 85
338 449 94
176 111 83
60 358 84
5 21 81
0 409 47
481 262 13
477 468 82
86 450 48
83 400 19
14 86 70
147 475 94
271 402 86
38 449 93
302 178 17
56 49 21
183 409 79
29 488 99
186 219 85
193 347 54
225 479 21
126 14 14
351 473 79
267 241 78
379 304 87
411 336 56
255 9 75
51 135 97
284 77 64
312 379 16
185 446 32
161 410 55
315 145 62
8 276 38
116 345 28
24 54 59
122 61 73
264 343 85
215 449 56
346 169 20
215 317 99
284 174 4
31 472 54
76 416 27
475 127 57
221 460 48
426 107 66
72 493 15
249 398 15
301 47 60
261 65 95
185 430 51
405 224 23
10 376 97
285 490 81
5 281 12
319 313 58
499 185 42
486 372 18
205 394 77
46 368 89
488 2 87
325 419 37
180 98 37
399 440 94
497 150 14
232 198 81
59 237 58
267 129 54
66 272 52
84 415 27
316 275 83
21 298 89
377 326 39
359 203 57
326 419 65
46 358 68
19 413 75
376 231 19
199 175 51
345 470 84
120 315 46
381 47 46
50 452 64
416 54 64
146 427 12
0 228 20
21 85 35
97 241 81
461 188 47
338 454 78
176 128 66
362 451 65
61 201 46
433 157 88
315 224 92
448 318 51
106 259 55
352 360 60
429 270 26
422 440 89
44 224 11
113 292 10
258 364 41
62 456 46
223 93 3
318 327 61
67 47 73
25 144 8
9 160 54
21 357 7
426 305 95
201 343 64
203 353 11
200 96 86
384 123 98
205 365 31
360 163 78
353 320 60
156 13 68
153 96 70
437 306 59
51 447 18
474 281 63
111 239 79
145 468 56
273 154 58
9 249 34
334 265 94
381 229 91
308 272 94
490 146 97
225 455 31
320 291 76
133 37 82
260 282 69
476 434 75
92 363 58
265 179 95
382 269 29
107 120 10
454 66 20
392 498 74
401 112 8
340 324 82
465 177 66
420 238 64
495 431 81
345 402 64
186 425 80
463 29 54
5 325 29
15 381 87
251 242 53
281 24 59
411 382 50
467 161 26
491 394 77
286 483 48
485 81 64
262 372 97
334 135 27
279 370 48
379 133 70
71 167 92
150 252 25
33 143 6
437 390 91
17 19 10
56 314 75
151 346 72
169 54 81
253 217 3
420 210 20
105 379 9
114 495 8
28 6 46
478 238 43
53 231 64
213 331 25
464 104 85
14 215 37
314 57 55
373 411 10
473 460 47
370 57 13
359 414 29
205 322 57
59 125 26
52 120 3
495 140 15
437 69 34
474 306 26
363 375 44
176 221 91
334 201 40
5 196 32
161 263 25
125 119 69
111 388 67
156 425 31
202 286 35
381 213 61
97 360 96
332 273 39
153 386 99
305 260 63
375 348 85
202 190 86
225 250 3
366 25 18
411 9 98
309 152 51
348 448 38
433 3 41
133 74 59
388 395 84
127 200 91
340 416 37
275 437 27
477 409 69
225 481 12
131 102 66
122 475 43
339 160 67
450 167 40
299 275 74
467 138 1
324 409 92
441 217 9
362 143 1
297 106 9
243 344 50
450 60 27
404 338 19
187 389 71
480 463 32
330 316 66
135 313 59
215 12 98
430 290 87
236 132 79
223 475 96
246 421 92
209 236 9
268 314 94
36 148 47
460 374 91
354 144 42
380 241 13
36 303 29
472 337 34
85 240 83
248 7 44
249 393 16
136 417 65
94 208 82
124 2 38
93 121 46
50 56 1
463 328 74
144 51 62
313 376 71
375 228 58
330 339 15
383 358 59
432 421 35
458 66 70
127 87 35
477 117 2
428 486 10
214 336 14
130 205 39
311 156 75
132 186 19
429 139 96
315 54 47
39 234 52
150 232 72
92 465 69
7 492 17
465 415 24
344 321 6
172 418 18
110 116 82
307 154 76
65 290 6
107 325 62
126 25 58
216 161 18
172 77 55
468 306 25
20 494 73
232 268 48
354 313 59
293 38 74
386 406 15
38 431 21
258 398 19
34 119 93
78 76 31
92 37 6
203 166 20
104 35 95
310 211 85
135 90 48
185 254 93
188 316 84
169 24 29
439 163 82
32 350 10
471 306 88
49 478 33
273 54 66
