250 15562
45 155 95
97 232 42
202 44 63
206 126 12
177 77 76
149 161 59
197 90 20
47 33 71
5 174 62
42 172 56
49 99 5
159 57 32
45 129 29
54 63 61
71 49 37
42 62 26
162 78 43
162 230 27
111 148 84
22 181 7
43 85 72
175 40 10
174 240 70
125 99 70
109 185 73
199 85 4
32 172 30
182 143 62
178 76 86
183 20 70
67 29 93
6 84 52
26 55 55
200 136 46
212 164 78
141 55 65
40 217 18
223 29 46
149 183 98
239 91 39
19 35 73
198 4 49
119 32 57
30 192 21
55 204 98
80 34 26
50 133 79
161 56 51
147 150 81
238 246 74
179 97 85
99 84 48
231 210 15
173 126 81
225 119 50
206 74 55
72 133 24
162 93 76
157 68 69
137 90 10
22 212 5
214 58 86
155 145 2
167 1 58
154 161 99
24 170 39
230 223 36
150 26 69
233 139 64
64 145 86
97 206 40
145 130 44
102 244 49
214 38 1
42 156 13
14 233 24
28 86 75
247 133 96
224 58 85
202 41 88
43 160 74
41 225 25
171 56 67
175 75 98
61 83 40
125 108 7
245 46 43
108 104 90
223 121 16
113 63 66
176 116 70
64 230 94
148 108 24
162 147 22
166 204 22
145 228 10
144 203 23
13 103 68
248 134 40
162 103 11
195 236 21
31 176 8
73 242 63
154 210 21
6 183 63
86 75 47
199 68 9
126 232 11
50 134 73
210 197 32
239 81 61
122 80 43
221 86 55
229 100 6
104 242 34
226 155 55
237 207 62
94 48 23
64 226 97
172 240 53
80 173 21
166 68 30
78 219 64
178 207 57
223 51 36
246 143 76
238 33 83
232 56 83
106 170 76
37 87 6
136 231 67
85 103 59
17 114 41
43 236 65
71 247 27
39 162 41
139 211 91
152 191 39
232 230 94
174 135 7
208 60 10
6 162 82
185 79 21
35 155 28
149 204 28
10 54 53
185 200 94
198 35 90
6 60 80
8 71 81
218 36 22
38 163 60
238 135 29
188 218 95
240 211 26
29 149 72
75 126 7
140 46 34
227 230 34
16 169 13
163 39 22
78 179 32
217 197 67
136 175 47
236 79 46
197 130 63
126 83 44
84 79 80
41 228 78
173 187 60
22 26 4
8 128 86
183 139 16
176 34 14
41 98 49
217 179 49
36 21 83
120 75 29
198 77 59
134 136 14
46 47 18
118 151 48
52 178 84
89 30 31
40 233 15
199 162 69
207 139 56
11 89 7
222 123 55
221 62 36
142 33 35
208 203 41
242 200 55
190 224 52
187 236 4
53 162 81
208 152 70
82 11 96
42 85 50
103 114 12
8 218 56
113 224 3
132 76 3
13 218 87
100 70 59
201 153 97
129 130 26
45 237 2
249 48 31
149 148 81
139 138 92
11 112 13
123 125 50
123 60 59
179 185 35
80 211 94
116 115 95
120 200 80
5 11 24
15 199 55
41 235 3
249 204 79
65 108 81
215 234 18
206 232 43
238 39 2
96 167 18
140 28 95
236 140 24
235 28 81
63 215 63
62 52 24
80 112 64
171 125 53
69 124 79
48 163 13
222 11 78
224 248 76
111 19 93
234 197 27
215 69 1
89 72 88
56 66 77
207 211 68
214 46 3
118 36 98
153 127 75
101 138 62
37 211 57
81 48 63
233 183 42
130 156 2
130 206 57
132 8 22
146 217 6
99 148 12
30 54 94
210 25 5
231 56 17
128 237 93
139 3 80
210 204 12
183 190 83
24 18 81
104 248 31
145 231 24
33 109 20
58 105 47
141 97 37
161 216 61
24 94 37
185 228 78
16 195 14
42 205 27
45 76 57
240 241 25
74 0 10
199 248 90
71 123 84
49 234 34
139 174 61
24 162 53
91 30 12
238 151 7
22 169 84
88 140 31
99 164 42
31 226 54
15 75 42
93 29 74
180 131 23
114 240 55
12 68 31
80 219 64
0 30 92
150 2 5
151 248 96
115 55 83
108 168 7
139 46 6
227 143 68
217 178 34
55 4 80
218 51 41
201 237 1
217 206 43
187 112 19
54 41 25
68 22 57
123 160 48
136 17 53
121 191 23
197 82 19
171 130 68
24 37 60
143 174 84
36 167 43
71 9 33
34 119 93
168 33 64
70 41 29
161 159 68
73 64 34
102 76 80
110 133 96
82 81 29
145 245 2
159 114 41
150 92 60
105 202 57
14 195 78
244 140 78
70 68 10
108 61 94
79 35 2
70 118 65
117 242 6
139 147 59
95 32 58
65 248 45
92 91 34
130 13 18
21 109 45
2 200 7
224 235 53
87 56 34
9 108 51
90 134 24
88 205 2
139 122 91
123 53 10
97 37 50
182 237 34
90 70 12
3 14 46
7 129 83
237 102 33
126 196 49
129 202 88
142 246 88
110 57 71
120 56 66
91 55 61
75 18 63
114 175 60
116 62 68
27 151 88
54 221 64
176 77 93
50 216 20
185 163 45
15 249 48
223 92 21
115 176 84
229 171 9
105 227 94
92 148 31
38 122 64
218 182 84
237 17 35
76 18 39
88 219 97
192 56 29
206 144 65
96 29 93
140 40 89
241 175 86
139 146 67
42 95 58
177 190 19
247 71 93
110 94 48
75 105 51
177 46 46
223 231 28
98 25 59
34 178 28
131 231 47
191 160 39
231 76 74
128 94 43
51 121 79
66 33 44
243 93 49
64 200 79
200 48 70
161 92 56
193 58 10
107 235 94
165 233 88
249 85 76
215 38 5
193 104 33
189 70 27
31 41 91
132 219 15
138 162 78
98 63 22
151 67 62
193 210 94
192 92 55
