200 9950
111 133 69
51 156 54
154 43 17
85 103 14
96 83 72
115 35 79
117 101 29
157 52 79
117 91 35
5 67 68
82 178 21
42 179 30
182 83 76
178 135 34
68 30 13
158 57 71
15 197 82
97 175 57
113 46 55
112 107 91
178 71 28
171 114 8
164 37 79
20 81 47
184 126 99
75 138 51
186 45 16
21 158 50
69 3 71
79 92 83
111 99 96
169 10 33
134 186 24
199 152 28
46 28 42
9 7 77
25 100 70
137 133 14
57 189 72
184 120 66
33 144 93
40 13 65
39 173 94
118 79 61
27 160 53
146 69 39
122 110 11
198 154 97
193 159 15
62 17 89
75 98 33
51 178 50
104 167 49
103 74 24
195 152 86
170 1 77
120 137 4
26 181 57
168 22 49
0 15 76
55 93 33
133 82 59
97 121 87
91 192 49
74 57 37
161 101 9
55 40 10
6 21 91
18 151 11
174 181 95
186 23 21
93 140 66
7 70 93
109 175 49
84 96 4
144 22 77
180 130 24
193 14 8
133 44 28
149 116 48
62 119 47
152 169 10
42 8 57
109 118 27
42 64 77
95 81 87
116 76 99
32 9 89
130 29 43
10 197 4
43 133 73
149 179 20
12 19 66
33 12 82
132 90 80
57 182 43
16 5 47
142 39 73
93 12 93
192 78 81
52 96 3
91 65 69
170 111 85
1 15 87
157 172 20
106 156 72
44 78 59
179 31 90
180 142 4
141 153 90
183 163 72
117 68 91
131 74 53
21 59 61
13 12 19
67 19 45
123 157 11
38 153 59
147 91 25
100 61 11
83 128 74
63 191 99
71 4 44
128 112 88
175 127 45
31 143 16
140 170 43
191 31 25
11 114 79
148 41 5
163 132 89
84 93 54
3 59 98
182 84 80
63 192 65
16 196 1
144 30 62
138 160 75
91 107 77
122 174 87
121 118 24
121 131 20
187 111 59
196 189 52
116 123 90
55 108 85
142 51 43
57 181 90
87 185 18
48 39 27
188 194 71
137 75 75
31 35 75
52 37 70
89 194 60
71 112 64
69 7 82
12 151 87
68 77 45
185 159 93
88 83 37
174 39 23
77 172 71
102 0 44
59 180 7
43 68 78
131 88 76
166 32 71
36 71 34
176 16 98
182 155 80
90 142 26
62 24 92
194 127 41
39 124 70
140 132 70
20 135 19
10 71 22
137 80 71
193 55 60
82 154 95
185 62 59
35 44 71
11 60 93
66 53 17
78 197 94
132 8 18
147 8 11
104 134 57
106 138 60
25 59 22
26 147 22
196 111 66
153 0 44
124 121 96
45 88 73
144 132 63
24 115 91
116 159 90
60 85 27
49 81 17
42 161 15
38 183 11
153 103 11
63 82 35
113 21 44
70 179 44
41 32 78
88 172 36
73 178 44
112 162 31
126 97 15
160 46 22
167 43 5
89 54 43
184 151 67
27 161 18
2 60 92
130 106 31
93 62 80
112 136 25
194 64 73
155 1 82
16 15 59
122 164 68
133 199 65
16 90 50
94 151 8
77 63 1
8 99 49
115 135 74
164 142 36
97 73 81
61 93 29
166 140 75
70 168 47
176 83 17
111 82 23
113 95 57
30 112 95
195 11 89
125 137 63
175 62 32
183 197 20
50 151 98
133 5 81
124 41 50
32 5 49
151 102 98
129 3 27
56 41 99
64 191 50
186 98 11
197 16 83
69 73 18
121 43 9
75 49 7
111 190 81
41 63 92
76 175 46
7 138 51
136 123 33
73 9 79
167 156 15
186 109 56
135 199 43
180 28 9
51 61 91
164 75 85
70 16 33
67 193 94
120 172 92
185 149 71
161 180 54
191 100 7
153 14 85
90 43 26
55 107 96
119 145 53
108 14 22
44 64 73
191 159 66
185 150 52
37 168 98
12 9 93
153 21 93
33 153 74
106 51 95
75 132 79
181 143 44
35 136 63
28 171 70
42 28 12
81 162 44
164 21 16
184 164 28
181 135 47
179 19 43
75 62 68
117 82 12
122 67 10
99 2 81
52 155 15
9 6 11
2 0 4
101 119 48
115 183 94
116 0 26
89 53 24
148 167 9
75 15 78
144 38 1
176 63 57
138 115 51
113 174 87
32 121 7
140 100 79
61 22 34
137 81 45
141 184 26
194 13 48
100 1 23
68 23 60
31 179 55
178 161 9
112 125 59
100 105 18
184 108 24
174 102 50
70 172 94
141 16 26
148 4 99
198 161 38
1 117 41
56 60 34
4 49 19
153 159 83
53 2 27
174 17 93
26 177 31
129 140 25
102 7 30
54 181 20
54 53 30
100 168 98
55 10 67
140 37 3
198 179 19
35 2 96
64 17 43
55 101 16
140 25 69
176 84 79
40 172 15
159 191 23
57 178 24
145 29 7
120 121 6
161 124 32
55 127 14
132 53 6
160 38 11
79 22 76
125 29 74
7 170 55
148 135 75
16 7 44
154 150 12
109 193 85
127 52 49
120 42 10
188 31 77
166 16 12
0 102 24
148 175 23
178 108 46
83 136 18
18 22 92
13 45 95
76 58 92
109 136 37
54 90 10
136 169 29
36 122 69
81 20 82
108 93 19
55 164 97
126 30 60
146 44 29
63 97 19
151 121 90
11 98 87
148 72 77
95 108 51
54 124 3
131 81 4
33 89 57
80 13 28
167 79 58
56 66 5
49 91 63
88 194 91
197 126 81
38 31 48
187 61 31
167 135 28
121 27 75
40 1 29
103 71 44
25 1 92
195 62 56
102 158 55
62 19 39
86 126 71
54 26 27
82 182 7
158 159 56
59 48 34
153 17 85
2 148 80
114 46 52
126 22 79
152 163 31
76 57 20
138 25 23
135 146 54
172 140 27
58 148 86
98 80 57
17 18 77
137 10 65
88 196 10
46 105 24
42 189 6
5 1 39
32 30 85
175 54 62
43 187 98
0 137 24
195 86 53
137 87 85
118 25 80
23 85 55
12 92 83
141 40 45
152 198 31
115 65 11
175 45 8
39 198 45
95 121 78
27 171 38
32 184 10
117 69 33
182 134 93
32 45 24
39 68 5
177 50 44
48 50 26
168 160 34
156 92 33
78 17 71
48 6 83
117 140 51
119 14 94
18 17 5
36 133 7
4 179 1
24 113 35
143 117 1
130 19 79
199 159 64
6 192 37
167 189 48
3 5 96
165 139 73
12 93 65
187 4 84
84 168 83
124 30 75
62 196 16
0 43 39
