1000 249750
852 863 84
940 761 3
808 744 24
527 337 29
230 147 31
675 903 19
338 91 24
502 63 7
3 496 76
995 70 25
378 132 3
968 998 79
498 843 13
129 715 95
540 524 89
865 576 27
454 296 74
554 213 61
237 126 43
508 774 60
714 518 19
991 943 25
730 699 95
246 384 13
689 536 29
814 619 15
166 387 51
736 480 89
537 917 58
282 628 58
423 223 81
458 939 63
101 575 39
706 800 46
149 123 87
923 491 76
293 561 82
414 31 16
129 457 40
61 828 88
492 26 89
989 931 70
766 720 57
142 464 37
837 143 94
348 477 67
367 443 76
714 905 65
753 150 40
585 65 30
309 574 13
61 939 21
697 293 56
469 439 28
402 11 99
5 164 50
995 16 38
87 421 99
407 490 37
764 946 28
876 242 12
85 157 42
535 966 29
644 319 1
890 892 12
141 304 27
558 468 9
564 347 57
299 466 94
577 965 77
946 894 74
623 958 22
343 988 94
801 473 99
173 701 91
692 752 71
373 896 87
258 996 91
451 829 41
761 15 47
462 293 37
195 796 69
110 746 44
865 261 99
44 531 74
384 361 95
748 801 38
989 732 35
878 975 87
48 54 27
146 96 52
488 975 87
18 723 76
929 104 47
543 838 13
211 406 92
493 802 91
2 965 43
447 935 5
519 877 2
11 361 2
24 275 9
723 279 17
993 18 50
455 410 70
593 67 95
322 824 58
584 425 16
632 3 55
486 410 34
694 823 47
858 734 22
480 780 16
582 779 12
229 704 64
262 391 3
800 630 82
949 955 38
571 512 70
843 219 47
820 303 30
715 513 42
104 571 61
702 299 53
527 218 31
865 424 28
68 436 97
153 419 70
756 485 69
653 812 3
284 457 44
920 725 5
34 699 22
190 783 23
807 73 33
878 283 87
402 808 2
267 678 15
769 45 77
940 183 11
31 811 90
605 268 9
531 283 11
570 25 5
978 221 11
709 649 99
158 953 52
766 869 33
216 57 35
8 895 43
523 670 65
58 590 78
58 605 28
438 850 25
464 933 94
323 178 93
168 749 85
145 11 2
400 538 83
909 556 23
817 928 67
243 681 41
216 182 84
154 48 19
771 426 96
800 291 17
874 366 29
474 615 69
218 753 75
418 597 15
360 799 29
541 159 30
560 204 35
747 854 27
134 46 30
388 101 85
745 333 32
556 691 98
572 108 72
622 283 15
969 392 31
180 810 88
800 510 88
302 449 30
852 893 63
228 390 86
124 298 70
907 57 17
864 264 64
334 723 3
529 381 8
624 58 28
153 528 68
206 167 78
256 25 62
922 536 87
274 836 92
201 268 73
80 932 18
905 375 62
293 938 80
105 629 69
489 627 87
366 955 39
694 530 9
730 171 36
268 269 10
780 886 42
705 624 29
359 492 82
668 923 12
377 829 14
646 352 96
701 185 27
942 108 30
596 39 79
589 554 91
976 833 9
865 591 27
657 938 10
475 573 69
300 278 2
554 74 50
760 804 45
993 289 89
147 362 14
959 734 66
165 651 18
380 245 67
150 983 95
981 853 98
912 538 1
229 599 84
14 769 19
0 44 4
325 777 83
334 914 84
137 57 62
695 354 52
6 855 84
719 642 20
145 64 10
26 586 41
181 631 60
907 140 88
688 510 27
769 236 95
975 981 84
547 490 41
984 405 46
579 703 10
58 755 36
142 226 38
774 886 52
279 179 84
672 460 62
931 726 53
159 719 56
482 363 46
92 388 36
732 383 78
34 398 52
102 807 23
578 650 80
103 548 27
660 501 99
115 62 7
100 764 95
747 999 86
58 115 58
373 322 27
599 933 8
317 495 2
856 884 79
754 854 75
620 686 88
733 896 7
464 174 3
70 842 37
75 86 19
185 111 48
679 440 88
621 743 76
603 567 46
852 546 70
865 160 86
308 166 46
172 735 34
276 893 89
108 401 78
837 841 13
854 423 80
150 568 65
377 414 55
509 276 70
883 636 77
47 44 87
103 830 16
228 422 61
704 304 36
362 5 36
33 780 35
9 410 18
370 468 61
255 802 19
815 859 69
991 618 65
875 156 63
287 305 1
890 541 11
72 611 38
76 207 66
618 158 51
465 406 90
772 266 78
533 826 31
522 850 38
880 640 80
614 541 25
889 144 67
408 696 60
367 116 26
299 318 87
246 216 43
775 819 64
897 570 51
448 122 25
480 291 13
281 36 61
58 519 95
983 64 51
149 905 81
270 585 4
963 338 99
463 812 38
27 743 35
707 160 99
138 106 75
285 251 86
118 831 21
166 705 2
938 582 18
315 665 55
679 812 35
348 26 16
577 362 54
611 413 26
519 696 74
411 532 82
120 658 33
495 854 94
26 108 75
50 100 93
509 677 44
889 302 7
759 660 78
667 573 20
836 96 40
978 84 41
587 596 71
9 592 28
699 533 70
442 663 16
710 339 1
395 750 19
668 343 86
643 846 35
966 147 68
380 629 80
141 60 13
906 805 47
465 154 9
205 310 38
971 127 47
307 481 98
695 168 29
329 25 16
253 56 65
911 508 52
228 734 88
884 446 94
36 530 23
533 971 50
35 383 16
264 861 40
496 151 52
59 564 16
622 37 55
180 344 10
38 771 19
911 173 30
522 91 45
283 940 5
261 275 66
111 408 99
425 51 5
910 416 91
311 833 93
761 826 53
784 764 63
406 901 73
924 286 28
40 691 13
583 249 39
192 36 81
330 883 88
988 647 78
120 33 65
950 621 47
144 21 9
500 26 58
703 102 12
320 36 72
177 603 98
411 578 85
800 300 60
461 494 55
142 687 42
468 149 96
879 9 76
281 522 50
580 782 48
276 523 28
697 532 22
859 812 4
452 733 93
202 486 73
120 947 95
610 795 85
233 530 8
29 550 92
796 213 22
324 619 22
419 675 72
563 681 40
557 224 31
620 381 83
210 725 89
570 591 83
247 592 4
591 843 98
918 492 30
325 83 48
181 374 91
611 56 60
387 171 20
549 949 91
566 216 68
508 428 3
353 168 17
953 845 71
813 75 29
851 814 62
561 343 26
147 65 73
899 314 23
836 691 89
148 720 57
921 814 63
328 881 56
595 276 3
125 823 30
660 85 26
447 379 3
484 956 23
614 103 73
585 276 27
647 524 65
101 167 30
959 595 12
890 101 29
254 972 61
904 503 58
51 329 51
48 13 46
762 865 61
218 168 72
381 773 37
959 650 76
728 247 4
547 796 53
351 119 70
174 998 81
62 63 19
944 993 83
106 816 15
233 795 88
635 362 80
644 310 5
649 367 80
846 884 36
492 384 62
22 334 21
544 348 99
65 34 97
667 329 88
424 820 13
129 367 91
444 392 66
9 856 48
821 133 95
503 767 67
78 758 48
603 455 21
565 924 67
339 817 71
238 849 22
169 331 72
344 999 3
339 292 37
333 211 30
538 677 26
428 759 42
731 566 90
934 671 7
12 985 32
100 718 32
507 383 54
771 260 57
520 359 44
525 809 29
575 367 19
901 739 15
594 388 36
287 229 41
245 269 21
248 651 6
662 772 66
197 319 32
673 278 57
360 176 33
311 815 64
962 988 3
883 790 26
508 268 28
554 806 31
506 903 13
418 760 98
54 277 82
72 776 20
842 898 9
634 333 23
932 862 73
97 301 45
348 908 15
680 508 13
814 554 69
356 325 58
529 121 52
831 918 34
708 2 98
659 870 44
820 328 97
970 523 13
403 423 43
828 33 11
689 662 82
265 462 75
509 659 43
811 56 38
447 24 39
608 336 3
315 329 64
364 383 51
504 967 6
514 684 84
239 604 1
781 492 96
747 117 83
596 752 59
162 893 56
377 156 46
827 43 77
406 629 37
350 110 91
72 627 42
735 814 97
860 794 84
250 339 76
465 696 85
726 174 89
602 986 57
128 160 57
794 211 91
766 783 36
398 343 23
988 21 67
351 740 44
696 932 15
823 226 47
284 557 38
703 57 33
539 269 32
347 970 56
798 14 60
949 931 60
290 194 49
853 862 27
963 803 95
362 46 56
340 519 43
397 512 69
494 332 76
145 140 14
263 192 85
330 486 52
625 79 35
115 645 67
457 248 9
82 751 98
277 23 61
273 277 18
652 706 40
241 359 40
979 74 73
848 969 13
381 369 82
79 240 93
508 352 80
79 791 38
408 819 98
156 183 28
353 359 45
709 906 39
555 464 89
94 591 50
984 628 4
190 343 41
948 665 69
315 662 46
636 211 20
132 344 56
744 972 73
769 729 48
256 311 47
291 690 67
131 597 22
586 973 89
624 124 89
78 813 83
398 751 55
837 436 26
892 914 45
494 567 72
585 552 45
816 873 51
322 12 70
593 165 35
862 83 95
1 178 24
566 261 89
847 352 6
438 23 80
507 767 36
665 860 28
857 960 68
179 286 32
877 980 99
115 230 82
995 888 4
251 456 82
6 552 34
143 290 16
840 429 23
149 727 39
596 465 15
402 937 88
389 428 81
42 444 17
667 86 92
127 19 44
502 87 95
