750 140437
458 468 97
125 32 97
378 296 33
306 628 1
591 538 17
639 708 4
464 101 20
291 208 5
321 271 41
195 234 4
499 174 29
700 256 54
626 595 83
262 155 9
516 256 41
332 18 99
346 78 35
54 660 84
691 680 71
158 316 70
133 736 21
683 472 49
100 132 91
299 345 83
739 2 15
526 28 27
484 309 26
641 526 80
564 89 83
57 599 45
103 185 81
72 239 47
184 510 57
479 507 64
557 713 54
253 723 98
695 713 34
578 732 54
673 656 69
486 484 57
213 679 40
701 534 34
185 316 92
645 546 97
445 90 6
421 419 52
306 581 85
444 738 42
214 127 35
23 480 35
399 405 13
87 92 60
250 470 20
69 483 23
238 651 77
579 411 81
500 637 24
536 518 42
667 650 2
111 183 12
580 316 32
719 408 31
561 69 93
563 736 80
675 507 27
383 335 64
680 51 60
156 654 89
258 153 28
97 71 23
81 576 92
251 222 48
299 99 44
155 250 33
199 598 22
582 6 45
119 230 21
34 368 50
739 122 26
521 195 61
94 160 37
162 270 35
712 170 11
185 13 85
219 737 82
122 734 9
648 31 32
413 201 64
329 517 54
431 442 58
615 161 69
153 224 12
70 714 75
135 236 46
204 575 6
675 12 80
157 466 67
554 662 98
699 301 86
252 369 9
221 425 9
262 178 80
207 454 95
195 23 21
100 245 61
96 407 62
652 277 88
10 568 81
357 140 71
567 264 50
671 280 61
585 536 63
14 462 69
541 597 28
660 409 78
491 267 51
389 439 69
176 76 83
66 698 51
107 167 41
624 95 61
75 404 81
746 470 67
389 267 95
657 344 23
121 10 91
284 154 15
475 407 41
420 146 12
479 570 87
571 120 62
485 452 78
51 283 54
399 229 39
569 0 47
565 580 47
330 239 78
585 557 58
316 165 4
9 427 36
689 290 37
325 696 51
535 237 8
702 617 34
477 579 29
501 393 40
622 332 55
203 238 58
504 21 53
143 315 43
386 728 85
59 76 30
446 59 60
431 85 97
427 621 38
579 423 63
404 67 58
5 443 68
508 397 62
570 341 29
615 33 51
503 645 19
446 273 82
345 401 48
162 411 72
688 644 44
57 283 28
123 224 35
609 324 89
479 442 12
106 226 50
1 420 58
644 305 25
459 421 25
90 526 23
439 543 36
147 549 73
72 716 43
624 572 84
203 534 46
564 681 11
629 425 78
679 663 33
145 181 77
490 154 63
745 56 98
106 666 52
49 461 90
353 0 48
318 625 95
326 489 94
703 712 10
175 115 46
329 749 31
456 50 75
168 356 15
385 224 70
181 579 97
701 358 59
564 562 7
25 329 97
175 622 95
293 422 68
609 315 7
732 40 49
747 207 47
332 234 81
417 580 25
528 413 94
578 60 96
558 603 31
141 624 45
384 123 25
306 615 39
686 96 60
91 133 96
418 527 29
257 599 24
567 451 27
106 405 99
180 499 49
24 658 37
546 562 13
48 623 71
252 274 16
411 284 74
364 88 13
660 239 84
264 41 93
338 217 29
236 326 77
45 652 97
539 587 10
129 438 98
216 391 76
493 11 59
635 153 56
380 725 56
78 238 74
127 115 65
37 548 37
739 541 41
349 383 85
524 455 13
195 316 59
451 299 84
481 495 7
713 2 61
290 623 61
704 579 25
593 521 32
104 314 6
582 258 39
401 581 69
313 705 4
462 358 70
502 603 50
514 602 4
249 31 28
86 186 68
712 347 81
542 555 14
314 488 65
420 718 12
188 710 96
136 2 20
546 354 59
701 665 75
147 571 30
680 85 24
285 727 42
709 131 82
365 127 53
641 263 35
608 528 32
713 312 97
651 333 46
394 216 43
175 695 32
385 498 28
325 526 24
489 400 96
122 444 18
731 15 30
658 603 59
435 498 35
425 139 65
610 307 90
436 511 19
285 233 65
408 127 69
623 151 60
116 79 89
331 271 32
507 442 70
448 463 84
590 628 40
237 150 72
686 721 82
3 175 53
134 575 54
23 25 58
217 44 61
682 731 89
284 601 42
315 31 79
524 736 4
69 386 66
37 165 39
307 319 51
408 217 49
643 480 7
399 336 87
156 711 4
581 514 16
464 92 5
342 142 85
620 599 51
519 523 1
614 185 13
100 657 83
337 527 91
345 626 55
735 144 35
674 419 22
303 189 86
492 555 40
420 153 29
681 63 52
193 432 38
575 314 68
684 27 26
538 518 45
285 228 7
600 27 35
137 237 88
28 501 23
641 658 61
748 341 83
668 713 78
624 533 86
192 488 97
712 468 82
7 204 52
419 349 3
464 467 61
354 623 47
699 597 34
218 672 94
94 541 99
685 726 10
575 90 93
490 593 10
319 223 7
187 701 90
630 299 17
487 735 50
702 726 35
573 537 57
