50 612
15 23 72
9 32 44
15 30 24
5 40 25
48 1 36
43 14 4
21 37 46
47 29 65
33 5 28
39 41 49
3 6 65
23 40 15
18 17 57
35 47 31
0 49 93
5 33 30
12 16 98
46 5 23
15 13 84
21 34 76
44 49 75
32 39 68
27 26 47
40 37 5
25 37 7
13 28 49
1 16 16
16 27 94
44 34 1
21 19 90
0 23 19
15 28 79
2 27 59
30 35 55
40 44 99
48 39 8
26 28 48
28 15 69
35 21 8
31 28 35
49 5 29
3 18 76
4 40 48
6 44 93
0 8 79
33 42 7
11 45 6
48 41 73
34 39 99
46 33 57
23 39 94
13 24 5
11 23 13
31 22 44
21 1 50
2 3 26
44 33 91
18 21 77
16 5 13
45 13 88
35 23 60
19 2 44
6 27 76
10 26 28
47 27 22
48 45 98
12 2 43
37 33 90
36 26 51
47 38 5
35 48 10
24 8 85
32 4 78
6 36 18
16 43 62
36 22 11
7 45 14
4 35 85
36 28 58
16 11 98
30 14 79
0 1 26
2 41 73
37 7 31
25 3 44
48 12 7
18 47 72
29 21 24
33 19 12
8 49 65
7 44 59
49 14 68
18 49 55
35 31 33
42 7 67
26 1 5
28 41 15
44 36 9
35 34 61
24 38 94
13 49 22
45 40 27
10 9 68
3 48 20
37 26 53
28 37 43
18 8 22
0 18 57
14 24 91
2 33 90
35 11 25
42 27 61
38 32 71
8 44 81
38 10 70
29 8 65
26 3 78
41 39 67
48 22 29
13 45 76
45 39 44
41 27 59
27 45 16
41 36 55
13 17 94
31 9 25
23 20 62
47 32 81
5 46 74
0 13 69
15 44 97
17 28 68
32 9 82
40 2 96
21 29 43
18 35 19
33 26 63
20 8 88
21 9 70
15 40 21
17 45 60
26 6 38
17 23 37
47 34 81
14 20 85
20 18 87
25 21 1
12 13 88
30 9 75
15 7 45
7 21 20
40 17 59
23 34 25
39 28 58
49 17 15
46 18 20
14 16 1
20 30 98
19 48 5
42 3 25
18 7 98
10 6 25
10 41 52
27 44 9
48 21 52
45 24 30
22 47 99
38 6 33
6 31 87
28 42 76
34 3 59
3 31 55
8 12 17
43 34 76
5 11 29
30 4 14
4 47 11
30 17 75
43 12 46
25 1 86
49 9 16
3 19 13
4 34 37
19 47 93
6 4 90
29 35 27
16 9 24
23 15 92
15 46 28
23 0 90
9 14 86
19 7 28
0 32 88
15 49 69
32 17 38
27 13 98
29 36 37
47 2 82
26 0 87
4 2 90
32 26 67
17 30 77
44 20 31
37 28 65
33 43 38
10 33 75
6 14 42
8 20 57
26 13 74
2 14 34
27 23 48
5 29 25
22 44 61
19 32 29
0 47 94
45 12 56
21 2 94
8 39 49
38 24 61
26 40 98
35 36 55
12 1 39
6 10 22
30 39 15
7 10 67
14 45 38
41 8 11
3 2 61
30 13 55
11 10 11
45 28 80
12 45 75
38 19 12
18 36 45
26 49 94
7 5 94
7 46 76
27 3 40
12 25 17
14 30 98
22 18 37
7 42 64
31 48 28
34 37 78
13 18 40
6 11 80
48 34 46
10 42 56
13 47 30
32 3 97
19 6 11
13 31 55
8 7 1
44 22 53
34 31 12
4 15 62
38 42 58
23 41 42
32 40 95
33 38 59
11 13 7
17 46 57
11 7 72
38 5 53
42 20 38
9 2 92
12 37 48
8 43 61
36 39 43
24 46 42
48 6 6
23 2 41
6 24 68
24 23 50
18 10 49
1 26 16
37 17 80
25 15 90
17 20 85
14 38 58
28 9 24
43 33 28
34 43 63
21 11 12
47 43 81
35 37 73
34 19 93
36 27 54
45 34 72
16 20 59
1 8 67
18 26 47
47 30 85
39 20 89
35 42 99
36 0 86
24 5 57
1 37 8
42 37 45
34 11 65
5 45 13
8 41 98
12 35 65
44 23 36
12 38 89
37 20 51
28 49 14
30 27 77
19 12 90
16 1 33
4 7 9
10 43 2
43 11 2
35 28 6
11 44 77
43 39 17
39 17 61
8 21 15
13 20 73
21 17 75
25 43 71
6 23 19
20 12 43
31 1 8
35 25 58
5 14 92
13 26 94
45 20 83
19 31 98
14 22 97
37 12 30
44 5 57
37 48 30
29 10 99
3 28 4
49 29 29
1 36 55
22 4 82
37 9 89
11 28 7
3 21 3
45 44 39
18 22 69
13 22 51
35 19 71
