50 1225
25 40 87
31 49 88
36 47 12
13 7 36
15 16 58
10 18 69
24 31 3
34 38 34
23 41 69
20 43 22
17 48 1
23 15 20
19 33 31
33 25 93
43 18 20
4 9 54
16 10 51
7 4 85
45 26 94
14 0 45
45 48 84
20 29 51
13 19 46
23 4 58
8 25 29
18 4 89
18 2 86
40 43 41
48 13 27
42 29 56
5 3 58
48 7 7
32 45 46
38 28 69
3 48 7
48 44 97
17 40 44
13 6 73
43 28 16
38 18 35
13 22 70
7 10 97
31 5 92
8 21 59
3 14 10
33 42 49
3 32 5
45 10 65
4 10 88
18 37 9
24 28 41
46 28 32
2 38 67
4 41 68
41 34 98
9 30 21
39 8 4
29 30 76
31 36 56
18 6 75
23 43 20
42 33 47
45 4 70
6 15 85
17 2 44
36 32 77
37 1 68
29 25 57
23 28 21
2 49 3
16 21 71
28 26 9
17 26 74
49 28 15
30 20 52
47 27 39
31 43 67
31 21 28
20 8 85
46 30 2
40 27 37
47 36 11
12 28 98
13 15 75
30 15 68
2 45 15
2 8 42
44 15 39
31 4 57
11 35 79
26 13 85
43 3 17
0 22 60
33 16 44
42 2 16
37 34 87
34 31 83
28 1 53
5 44 51
17 42 82
34 22 50
10 17 75
7 2 54
4 33 97
1 21 25
42 26 61
49 3 73
48 15 76
46 17 20
26 18 41
39 49 28
24 21 45
3 49 76
22 18 73
7 20 9
31 37 81
1 25 58
26 28 25
46 7 22
12 7 97
41 36 62
30 47 96
45 17 67
33 11 94
6 47 78
22 28 35
38 26 9
21 42 17
18 8 77
38 1 79
10 40 51
28 39 68
39 24 39
13 34 28
5 6 7
37 13 12
45 37 59
2 19 86
42 19 98
12 36 33
44 45 1
43 8 30
36 17 77
41 1 11
3 16 42
41 30 36
22 41 70
10 5 75
4 43 19
36 14 8
24 7 28
2 21 66
20 40 47
7 11 84
45 49 68
3 35 66
43 45 80
42 44 65
16 39 15
35 46 93
46 18 63
2 14 56
3 26 20
8 33 15
48 24 53
47 42 49
47 38 41
28 30 37
11 22 73
19 42 56
47 45 5
7 9 36
18 13 73
19 29 74
17 15 39
38 5 74
47 34 69
14 33 68
45 44 5
22 12 70
42 32 97
6 7 50
46 37 68
35 17 36
14 4 68
4 45 96
19 5 21
24 15 59
10 23 59
34 20 63
23 45 75
39 42 15
45 16 54
48 25 82
2 0 76
19 13 62
1 9 67
1 24 65
45 9 83
15 45 73
3 29 77
29 42 31
35 1 58
41 13 95
33 35 34
37 45 70
33 9 10
31 13 92
14 1 88
49 48 19
27 40 91
15 26 28
1 18 98
12 25 96
49 10 73
4 3 87
23 13 85
39 9 44
32 38 33
40 42 92
28 44 23
25 32 92
40 36 50
18 1 39
6 31 80
44 6 83
33 49 98
49 43 13
38 43 75
1 37 30
37 24 20
37 20 34
19 44 78
8 38 51
44 41 20
33 13 44
42 18 26
46 15 45
30 48 28
44 35 33
24 17 71
10 21 38
25 29 5
8 27 3
42 24 35
41 9 62
42 13 1
39 44 78
9 47 58
22 9 70
2 32 25
5 20 71
31 35 77
9 34 67
26 49 59
30 40 1
44 3 96
4 0 70
42 30 33
22 7 17
20 35 74
29 8 38
8 48 67
3 34 94
41 8 85
30 8 57
41 49 1
39 18 46
32 41 57
44 1 24
32 42 6
6 49 6
37 12 67
18 34 28
33 14 19
36 15 42
2 42 25
1 14 72
41 47 40
28 29 43
33 24 90
48 10 53
6 48 61
37 16 81
2 12 78
8 49 77
6 33 10
0 19 80
48 20 38
8 44 42
10 15 34
30 18 49
39 48 93
17 1 86
20 25 16
23 37 97
29 16 97
13 49 7
17 39 85
35 22 69
23 32 54
24 49 2
32 37 27
38 14 89
43 7 75
13 36 76
5 4 30
16 36 64
14 36 50
38 17 98
49 31 79
38 35 43
39 22 59
47 26 38
0 39 51
33 21 41
49 18 56
43 49 64
47 41 39
24 20 23
35 42 43
44 49 12
9 41 68
29 14 93
30 46 42
5 15 1
42 43 75
4 46 19
44 43 36
24 40 88
3 8 35
22 24 54
6 43 87
39 26 79
17 18 28
14 40 4
27 36 99
15 1 87
31 12 13
31 15 43
43 21 6
35 43 18
42 34 43
17 45 4
11 19 1
25 21 37
29 28 43
43 15 48
35 37 53
26 21 98
31 28 99
10 11 13
1 34 59
45 1 95
33 4 7
37 36 89
9 27 83
18 12 30
28 35 67
2 29 75
31 24 39
31 47 98
36 8 57
25 41 59
9 22 12
6 36 15
45 14 88
3 36 2
24 14 43
47 33 39
9 2 45
12 27 33
44 13 10
33 3 99
32 35 52
41 3 48
20 18 33
6 0 30
16 34 56
41 28 33
10 41 47
15 13 32
11 18 55
9 5 26
26 7 33
4 42 5
39 40 58
46 42 27
9 45 61
22 27 78
12 16 70
0 11 47
0 26 64
41 25 82
28 22 79
28 40 61
15 49 22
40 6 15
35 29 47
15 42 15
39 10 72
39 5 19
8 26 77
26 10 78
30 32 13
15 14 45
38 25 39
46 40 6
35 9 50
46 26 9
16 38 41
7 29 46
17 31 56
12 33 75
18 22 74
37 19 21
11 14 38
14 42 73
48 47 5
8 1 76
29 23 81
11 24 31
45 35 93
49 14 21
34 24 35
43 34 66
47 32 40
11 40 77
40 10 86
25 5 63
27 25 46
13 11 38
6 16 39
3 5 11
39 0 94
36 21 37
12 35 60
4 18 18
21 18 37
9 31 13
32 16 50
4 11 75
19 37 58
27 30 89
39 29 34
22 13 66
32 8 72
34 40 12
26 11 4
49 27 54
40 39 64
2 9 60
45 43 64
17 25 28
4 35 30
41 2 11
11 41 7
16 30 57
49 38 52
34 45 69
29 11 52
49 30 47
47 46 15
14 37 58
28 0 21
26 41 28
26 36 87
23 29 80
8 0 9
21 49 87
23 31 46
5 2 26
41 7 28
22 26 84
24 16 23
11 21 68
24 4 70
6 9 77
13 1 11
31 38 46
32 36 63
29 32 56
25 37 30
1 31 64
20 9 84
25 8 65
30 25 95
46 23 45
49 42 83
30 4 60
37 5 2
13 46 68
25 18 76
26 32 49
26 40 99
21 0 97
5 34 70
21 29 27
19 40 60
19 2 24
5 29 30
41 14 46
49 32 73
8 40 49
12 5 54
44 21 9
11 36 38
20 10 88
25 20 56
38 2 12
40 4 88
29 10 79
36 40 96
24 26 44
7 5 41
13 29 82
43 44 71
28 16 81
29 36 35
23 20 29
23 2 94
32 44 20
3 28 59
32 18 47
15 29 80
16 6 38
31 46 50
49 44 55
6 17 93
7 48 48
27 43 5
37 47 52
38 22 18
34 28 30
21 36 40
1 2 66
28 4 97
39 30 23
8 43 59
37 29 54
25 43 96
4 23 75
35 48 81
13 17 19
44 40 15
48 26 84
0 41 7
30 43 3
38 20 9
29 17 81
21 26 75
15 10 86
35 16 10
6 34 86
19 41 75
37 32 75
43 19 67
4 6 31
7 28 22
29 12 65
39 15 30
6 24 53
31 44 41
4 48 89
44 0 65
29 46 70
43 42 6
33 29 56
2 26 32
28 36 96
18 7 4
11 43 56
10 49 15
24 22 68
42 27 62
25 46 7
41 32 84
18 47 21
13 33 61
15 31 53
22 49 74
3 25 16
32 4 70
46 5 83
2 39 86
27 32 16
17 38 31
14 24 84
22 20 48
47 12 56
29 2 86
13 2 3
37 49 81
48 30 96
39 1 44
29 33 3
37 25 48
20 1 43
34 16 96
2 11 8
2 13 88
35 3 81
12 24 23
45 12 38
11 38 14
15 20 13
29 24 71
27 44 25
16 33 4
16 25 8
44 17 98
36 16 13
41 15 64
41 26 77
45 30 16
5 47 81
13 39 88
15 39 41
13 42 62
43 11 68
17 4 70
1 44 65
2 22 79
2 33 95
4 37 84
18 29 58
37 8 62
49 15 94
5 24 94
48 4 23
35 18 62
2 5 19
4 44 16
31 30 92
13 37 34
15 22 66
37 9 95
43 17 72
44 2 53
4 2 8
33 17 82
15 40 69
19 17 82
35 47 50
42 41 85
27 41 53
33 18 49
18 27 52
18 35 44
49 24 27
29 18 46
33 45 21
22 40 53
47 48 85
30 16 45
28 23 34
6 4 59
40 47 99
3 23 66
32 34 85
6 20 92
16 26 99
0 31 81
40 25 94
12 29 4
48 22 72
2 17 6
21 28 53
7 40 68
20 13 22
22 34 50
44 8 95
47 8 96
0 23 12
15 8 30
31 14 6
37 33 29
5 7 95
36 1 55
46 21 35
49 37 72
48 5 64
15 9 85
0 27 56
47 1 27
34 15 54
43 1 7
24 12 55
34 29 10
46 44 44
4 13 21
20 3 44
39 12 46
38 44 27
7 17 50
19 45 81
23 8 63
36 26 16
31 42 56
23 22 35
3 45 36
45 22 79
28 46 8
48 8 50
33 7 51
3 19 33
49 9 31
42 1 38
45 31 33
14 28 37
18 36 37
6 23 55
37 27 90
2 44 6
45 47 4
49 29 30
28 38 17
26 37 82
33 20 52
8 47 49
26 23 10
14 47 60
35 33 71
6 21 31
39 43 33
43 22 68
2 15 84
40 30 3
19 43 15
13 48 8
24 37 45
39 11 23
2 46 76
23 34 85
33 40 21
35 27 34
23 39 66
0 1 7
8 5 35
