100 4950
71 18 59
66 60 85
91 88 78
8 27 68
17 39 57
88 42 57
40 31 47
86 98 92
84 59 33
80 59 63
66 4 98
37 89 57
33 11 81
40 86 18
76 95 61
55 92 88
11 91 85
98 30 35
96 64 7
41 97 9
6 23 63
92 80 13
88 50 70
27 64 28
35 98 45
92 37 54
23 1 54
67 48 82
50 95 33
75 42 71
15 65 66
16 70 32
69 49 87
33 94 80
85 84 3
33 32 16
14 19 67
61 23 12
73 78 91
65 38 5
37 42 73
99 0 89
79 31 89
43 51 20
84 60 92
28 74 41
38 11 76
54 65 50
23 56 39
38 90 35
51 57 4
75 14 73
71 1 76
26 85 68
57 56 6
99 71 87
20 44 66
74 66 75
94 76 56
25 30 43
46 69 90
52 73 96
18 90 94
41 14 91
45 17 12
98 65 52
3 47 70
76 8 68
3 78 12
9 67 10
87 68 80
32 3 23
74 71 57
57 7 8
38 75 9
23 48 4
60 11 24
86 28 36
36 20 68
44 87 14
0 94 53
25 63 32
9 82 64
79 63 48
4 2 24
77 46 49
49 2 32
51 34 66
71 63 55
82 42 63
70 32 27
93 2 37
22 42 24
85 81 56
65 50 47
25 71 70
85 28 64
57 8 82
91 81 62
84 88 49
38 88 28
18 7 48
61 1 20
38 85 12
51 19 55
41 73 42
10 63 27
5 19 80
99 55 57
90 31 21
12 2 59
61 14 8
37 68 37
79 17 47
98 12 61
21 1 66
97 24 90
38 67 65
63 80 99
90 92 42
44 65 6
95 62 30
54 29 92
0 71 97
63 53 71
92 15 7
7 20 54
3 91 38
82 38 84
43 74 16
18 11 68
16 17 97
2 16 30
54 72 51
51 70 18
21 60 35
57 92 63
29 54 77
16 93 23
98 16 49
62 84 63
75 6 37
19 76 93
62 6 50
12 33 77
75 69 69
65 90 3
38 84 30
8 65 10
8 75 47
25 60 5
29 92 78
47 29 12
44 63 14
6 21 33
30 41 4
11 82 76
39 7 93
67 21 25
23 77 79
70 69 6
39 15 97
44 67 24
62 42 3
40 1 27
20 91 74
90 21 81
6 73 72
14 34 7
94 67 3
17 51 92
60 57 13
21 95 57
75 2 64
8 44 86
54 97 57
32 87 49
7 93 39
34 56 79
90 63 92
35 30 12
58 61 75
28 36 10
13 33 37
47 74 90
67 98 15
62 19 63
15 40 8
62 30 45
72 68 21
20 94 9
3 6 9
11 3 1
62 69 24
59 35 55
81 71 32
23 85 44
35 34 34
58 9 8
45 62 26
57 66 84
1 32 65
10 67 26
45 3 17
25 32 31
83 34 70
59 43 22
62 63 35
82 25 13
90 2 77
2 34 36
26 45 6
92 49 14
68 76 85
0 21 89
57 69 84
68 95 62
13 70 43
94 83 11
7 22 20
55 50 8
66 48 16
89 10 71
42 74 40
58 50 30
61 93 33
7 69 10
66 7 44
40 83 54
14 32 55
67 93 3
77 61 63
33 25 23
4 1 45
10 32 55
45 87 3
88 46 11
72 39 9
68 59 36
38 40 87
61 62 90
85 5 2
24 13 31
1 99 31
86 35 34
18 44 31
19 35 67
13 42 32
98 55 12
18 95 95
90 87 91
0 44 73
54 19 66
81 48 40
15 70 75
63 71 68
20 22 32
38 64 72
75 45 10
64 72 3
44 23 99
93 29 12
68 84 65
83 3 34
18 8 33
12 39 72
95 77 34
67 20 6
1 0 6
55 76 58
1 64 85
66 99 43
49 60 61
62 70 41
15 94 11
99 25 98
80 39 57
43 85 24
25 91 54
29 51 11
91 84 96
0 78 67
43 1 40
15 99 97
97 45 15
27 70 99
74 14 25
78 23 32
30 97 67
65 91 23
18 6 84
94 93 15
56 90 4
72 64 40
10 47 26
48 83 48
87 1 76
29 18 53
15 6 37
13 72 87
15 44 59
70 6 82
66 47 49
54 83 66
39 79 95
26 66 91
35 49 87
12 28 74
30 59 60
51 65 33
30 71 69
84 38 41
10 30 3
24 28 70
98 78 78
5 77 4
87 56 49
71 16 19
26 21 35
95 63 82
46 26 94
5 75 87
31 55 58
77 85 48
94 29 94
65 76 86
42 5 33
46 79 21
93 50 5
14 71 18
62 38 78
46 13 9
64 49 39
5 32 11
31 4 63
30 57 39
73 30 95
71 91 59
96 25 71
31 65 48
3 99 99
10 9 1
45 22 3
66 41 26
15 8 10
10 49 30
55 84 70
10 77 24
53 42 97
8 9 83
21 79 76
83 41 25
92 31 56
70 11 2
74 70 72
55 82 3
89 14 93
51 85 46
94 81 66
38 70 13
65 5 64
41 26 13
13 29 44
66 34 87
69 93 68
0 81 40
63 89 48
69 21 55
16 50 31
49 50 18
49 4 39
88 94 31
78 4 45
6 98 9
27 6 3
79 47 2
71 31 17
31 18 14
44 51 35
34 50 49
75 83 83
76 37 63
67 23 12
31 43 21
40 81 90
78 99 65
37 75 56
15 58 84
26 86 71
29 84 68
11 29 75
85 64 88
83 66 48
99 54 77
18 56 20
13 94 33
95 57 73
92 13 55
35 24 21
99 5 45
7 31 91
50 16 68
92 18 65
87 26 56
20 55 24
93 98 51
77 11 13
46 75 34
31 88 72
23 90 14
85 32 97
5 27 75
13 18 16
89 40 65
20 78 53
75 13 37
59 57 98
38 68 12
18 77 26
57 9 75
64 54 6
57 33 93
70 2 10
26 79 47
64 6 30
63 7 98
2 50 92
95 71 22
46 39 24
53 63 30
72 77 22
77 98 80
86 96 74
22 92 44
6 83 36
39 14 42
78 34 48
47 2 83
3 10 61
53 81 35
66 11 46
91 23 9
30 86 81
9 43 86
22 95 61
64 36 28
69 33 86
14 35 2
82 26 38
87 55 34
84 31 74
24 29 26
6 60 95
19 81 80
10 80 58
72 61 2
44 81 57
38 51 15
20 32 73
75 65 30
87 85 40
50 94 90
94 84 9
44 46 47
14 61 13
50 56 53
76 66 32
27 83 7
84 69 81
97 49 19
30 17 22
17 12 91
92 4 8
69 1 96
3 94 28
31 81 4
56 55 65
53 51 98
90 9 7
15 89 53
13 30 7
9 15 30
54 28 87
7 63 85
85 65 25
18 70 15
3 24 98
20 41 60
23 71 73
24 73 44
80 4 83
26 59 87
36 98 84
18 46 75
81 50 15
51 37 97
18 52 8
50 82 92
56 62 4
31 27 82
18 87 44
75 1 50
21 73 31
45 26 7
48 96 19
21 71 33
34 1 82
38 41 11
29 68 54
17 40 92
14 39 99
81 39 33
60 30 64
52 50 10
73 53 35
96 56 92
63 3 72
56 23 56
49 22 26
57 59 82
93 80 52
86 38 68
15 85 39
41 6 34
52 38 88
11 19 75
73 69 12
99 92 85
61 33 47
9 78 26
54 33 67
17 5 11
10 4 54
16 48 46
56 92 98
90 7 22
77 55 67
39 94 28
30 89 48
34 97 48
87 95 16
66 84 60
39 93 99
55 80 69
2 87 39
21 62 21
93 58 42
36 46 30
19 32 53
92 58 63
69 12 87
50 9 39
78 63 57
69 51 28
81 1 81
17 20 48
8 55 61
16 97 93
41 69 31
14 8 86
83 0 42
12 94 22
10 83 53
56 46 30
68 28 74
80 75 32
9 2 50
80 96 43
35 47 22
45 95 54
49 31 30
84 16 10
77 96 78
0 29 54
69 72 77
5 17 27
9 81 7
27 14 43
38 32 85
60 39 39
68 20 92
57 83 62
6 94 48
70 91 81
98 80 92
69 41 9
87 88 78
15 88 41
76 4 57
47 80 28
39 57 92
77 99 51
53 94 20
11 45 80
68 50 87
99 20 99
73 99 82
92 17 5
84 32 23
98 32 45
74 37 95
51 77 94
95 14 30
27 42 17
76 56 73
67 26 25
98 54 2
57 27 89
16 78 88
52 89 95
73 4 83
21 31 41
44 39 40
57 1 6
38 58 54
23 15 7
54 99 24
96 72 37
19 74 11
52 53 99
73 36 13
90 14 96
22 81 32
51 15 63
94 79 7
76 82 32
30 23 28
22 86 42
36 70 39
24 66 79
73 92 2
18 89 96
21 11 44
15 30 20
76 38 81
88 84 41
34 7 19
29 99 62
96 62 26
2 49 69
64 68 15
85 23 48
68 23 81
33 78 9
56 18 41
27 17 99
54 15 74
91 10 75
13 84 52
90 25 41
41 28 54
45 77 56
55 61 28
41 77 58
70 53 93
48 44 4
22 27 76
68 31 66
8 18 48
63 73 51
53 96 10
43 58 1
61 10 56
52 10 73
91 19 83
54 3 88
46 38 35
22 33 18
57 28 3
49 12 50
5 0 12
93 61 18
32 72 29
82 58 44
49 24 85
24 89 73
5 12 45
94 77 85
49 82 28
6 36 44
87 20 72
42 68 95
49 75 92
54 10 27
58 63 9
62 22 13
28 87 83
