500 124750
117 153 80
152 401 29
216 38 81
216 208 57
57 476 25
97 78 74
313 256 90
493 67 59
247 68 54
308 96 24
349 254 64
154 254 88
458 227 84
308 203 37
495 441 65
187 403 6
27 436 91
363 426 31
36 68 75
180 79 54
299 95 9
37 41 78
251 339 62
211 428 49
232 445 88
481 460 10
246 467 89
145 356 91
203 469 33
244 410 22
59 239 59
46 54 51
49 221 61
194 265 61
308 273 52
309 108 17
259 425 99
157 323 88
439 246 40
157 282 5
191 230 32
80 233 53
226 185 73
379 95 81
24 152 42
420 364 30
328 278 75
73 394 94
474 497 34
235 458 84
310 175 56
103 344 13
28 326 94
154 435 10
117 28 63
354 418 30
494 457 98
494 417 87
112 376 92
365 50 36
172 61 41
275 165 93
46 17 53
44 347 15
417 262 57
92 268 30
451 372 5
356 193 2
357 317 55
474 191 40
400 279 58
485 46 57
322 343 89
288 492 51
245 71 89
292 360 1
485 7 76
285 453 95
66 29 35
397 140 85
374 461 41
49 351 5
157 414 54
370 245 66
242 42 99
491 160 42
464 490 42
446 242 16
94 478 23
124 305 62
230 115 64
163 333 2
405 313 60
165 200 73
322 39 69
175 430 99
1 412 83
398 90 91
165 100 33
181 464 50
318 387 41
246 429 43
432 169 99
25 415 39
109 332 53
427 249 99
145 401 97
191 457 35
365 11 7
87 216 13
37 229 89
73 267 5
197 213 24
170 496 38
73 335 80
408 433 72
234 162 42
280 377 83
63 197 28
480 386 99
102 182 27
475 129 1
89 156 46
293 408 70
298 72 74
253 454 36
272 92 26
62 263 61
349 428 5
464 370 63
321 365 77
320 280 79
307 232 97
295 177 40
357 382 83
332 116 61
246 422 72
141 71 72
180 415 54
18 383 21
123 56 7
1 44 95
174 290 57
307 97 59
213 71 13
33 66 10
189 310 73
331 464 62
243 3 90
400 175 64
458 131 52
491 209 42
440 120 65
439 437 92
99 70 83
41 244 45
464 79 6
353 275 65
486 189 93
85 417 71
353 124 58
67 337 38
205 179 8
122 478 28
436 496 56
142 267 62
241 29 25
463 275 59
395 79 88
315 247 14
37 297 97
127 198 16
132 491 18
481 273 61
272 181 64
319 31 80
364 468 68
78 453 95
423 97 51
42 151 82
42 112 68
225 365 42
422 166 28
364 222 44
219 264 63
357 36 52
29 10 46
193 219 3
359 277 64
455 11 55
11 284 23
325 18 85
242 489 90
478 306 80
11 434 23
9 353 45
428 354 16
471 483 63
284 139 15
125 190 49
287 296 95
56 452 52
303 255 41
49 24 24
0 215 7
121 447 36
91 257 31
178 393 83
497 28 28
162 244 2
221 170 43
96 462 99
335 234 64
133 46 19
202 33 13
346 66 69
230 262 45
412 307 28
7 180 91
127 301 24
363 491 81
424 82 80
304 167 44
290 260 63
426 472 24
233 66 80
429 73 74
138 133 24
337 10 74
377 310 90
113 290 73
186 202 20
470 230 24
336 31 64
316 364 82
455 416 99
155 66 70
474 411 70
288 166 66
379 239 5
144 212 52
328 96 78
373 179 82
395 367 16
333 204 68
305 436 67
71 48 6
30 178 51
68 330 17
16 29 88
237 52 74
361 61 70
487 364 57
240 284 48
20 170 58
251 445 11
119 31 54
220 41 94
269 489 7
69 431 45
280 157 29
221 46 27
448 168 49
215 392 31
220 43 3
375 100 75
490 265 92
75 203 77
368 381 62
331 199 6
427 256 18
419 453 57
154 30 52
356 381 42
413 426 63
330 240 45
149 435 7
261 259 41
332 212 44
264 488 79
498 492 3
430 124 15
103 425 98
262 243 34
332 277 55
394 74 40
404 419 92
161 195 5
452 443 56
372 171 20
88 74 26
