150 11175
57 70 15
64 37 5
69 100 8
145 26 10
51 98 33
44 85 12
141 76 64
57 135 20
34 94 87
66 141 67
122 44 48
81 67 39
134 132 98
60 54 48
136 80 99
144 130 6
87 135 26
84 69 56
140 99 60
50 34 1
53 138 23
70 64 90
49 26 43
4 74 31
89 114 33
81 78 65
91 47 70
84 92 41
40 137 33
67 64 33
60 40 84
6 98 12
34 24 63
127 20 86
38 62 40
128 70 99
13 116 56
132 119 24
45 107 10
58 134 9
18 104 41
131 12 10
24 37 98
19 143 72
9 44 10
55 148 28
84 70 10
146 79 8
56 144 74
143 70 48
139 137 67
111 41 42
70 62 9
147 40 17
41 99 7
139 10 15
138 125 8
42 16 92
18 30 59
142 85 92
114 1 22
119 97 84
35 27 95
69 99 68
88 56 14
33 75 37
61 136 10
65 79 9
99 2 34
123 130 53
68 27 80
59 108 64
106 56 22
3 16 41
47 107 13
17 36 55
71 121 31
70 72 7
79 143 21
15 145 23
13 80 60
17 64 70
120 140 37
148 88 60
94 16 42
131 43 14
8 54 18
38 127 66
91 14 85
15 97 98
39 108 56
74 134 68
140 118 63
103 88 53
29 69 45
126 86 33
46 61 40
101 77 55
142 112 41
3 59 76
76 84 82
47 38 36
128 137 68
22 147 25
3 149 96
64 55 37
71 11 82
14 51 75
58 84 22
32 78 63
51 61 34
7 66 55
73 118 42
45 51 15
37 108 72
136 41 38
66 54 53
139 35 78
59 74 94
133 31 20
57 66 17
76 72 69
137 61 99
44 24 43
96 61 77
109 119 31
55 107 41
68 76 98
20 65 60
52 72 81
78 84 31
80 118 97
17 79 46
73 149 2
8 131 9
88 39 51
91 113 88
15 85 99
63 7 26
8 9 18
63 107 60
77 23 50
81 38 74
95 71 52
121 29 74
49 126 41
77 117 65
129 36 10
84 131 5
25 97 2
148 115 57
70 42 80
140 90 22
66 88 17
148 84 21
98 103 73
121 103 36
78 138 53
132 133 28
35 125 76
82 39 17
9 89 84
88 77 6
30 112 26
19 131 20
88 111 77
121 132 76
20 80 20
140 86 92
134 1 91
4 36 65
112 16 74
49 29 97
121 53 78
143 123 16
128 99 3
11 108 51
118 62 31
105 28 63
123 99 3
25 54 61
9 84 19
8 93 52
49 39 56
117 59 16
136 112 46
97 23 75
17 40 50
137 84 95
100 0 48
91 137 96
33 78 79
146 59 10
49 117 10
7 142 29
94 74 54
137 14 10
129 66 70
65 115 31
55 118 26
140 68 54
81 46 40
24 129 75
102 13 33
89 74 13
146 131 37
116 40 50
63 8 87
64 90 5
30 44 57
96 12 90
102 45 9
98 84 73
58 21 71
40 5 7
142 19 23
94 53 69
42 102 75
70 20 74
69 68 27
15 54 6
73 86 50
111 31 15
11 97 62
74 103 71
124 18 59
20 149 29
29 33 98
16 54 34
20 29 16
61 96 56
37 120 72
112 33 70
74 94 4
129 137 73
50 15 12
4 117 4
56 52 62
42 84 3
134 49 26
145 138 21
101 98 40
149 115 94
57 44 19
23 80 82
112 131 41
92 129 96
13 53 19
116 88 76
123 50 81
90 65 63
32 66 17
58 107 52
62 20 21
46 95 12
87 108 18
93 88 2
122 62 95
57 39 73
70 119 22
49 123 47
126 135 12
138 113 77
52 19 35
111 19 45
83 64 88
95 15 79
45 25 28
139 25 73
147 44 82
79 19 18
146 48 18
20 117 57
79 139 48
100 43 50
110 33 24
34 77 4
28 21 98
118 114 68
76 133 76
118 69 32
27 12 88
74 45 9
98 25 43
115 85 4
92 114 97
63 22 39
51 132 32
90 64 76
137 63 13
61 143 64
134 111 88
27 118 47
19 57 69
49 81 55
57 87 48
85 50 83
50 75 43
149 72 14
24 93 14
69 82 34
75 42 84
115 49 13
93 10 15
115 69 93
126 116 43
70 124 39
35 103 82
95 61 6
20 78 39
121 24 14
8 43 19
97 49 52
97 92 83
3 102 68
30 26 27
14 84 55
114 127 2
131 142 66
92 58 74
24 34 45
83 46 53
84 123 51
75 146 78
78 145 77
53 100 60
147 30 30
66 50 95
63 40 61
91 72 76
114 100 6
129 99 86
149 32 36
71 62 87
45 112 85
115 16 16
70 31 47
48 109 52
44 71 77
126 63 16
22 37 14
42 127 27
149 77 72
26 55 54
58 10 32
98 85 79
137 16 17
92 120 36
67 14 84
145 111 8
26 116 25
133 29 67
65 19 29
149 10 61
142 134 14
7 55 98
144 44 13
80 24 62
143 117 72
90 14 1
20 96 59
31 51 76
17 48 17
45 33 85
124 36 19
102 91 79
71 27 50
126 60 9
139 143 44
33 112 94
138 118 51
57 140 81
116 55 62
24 13 98
50 47 39
146 101 33
28 34 17
77 20 97
42 139 28
149 111 5
38 36 23
133 49 43
138 145 52
102 55 28
80 103 69
134 29 37
67 59 76
100 2 33
117 37 48
47 58 31
123 120 80
100 55 88
133 59 2
147 1 12
101 118 75
91 101 68
133 4 61
109 83 75
55 124 82
148 75 68
87 30 75
65 125 55
74 59 25
108 137 46
111 119 51
131 4 39
62 30 62
15 56 70
28 39 93
90 146 57
76 31 95
140 40 88
6 43 62
76 47 60
4 10 6
96 125 71
43 74 31
98 29 19
40 99 67
63 81 92
128 129 50
129 124 5
121 36 75
67 63 45
60 103 46
85 29 17
64 113 6
17 33 10
54 5 71
21 107 95
44 107 57
143 51 8
23 123 50
130 2 80
110 7 73
87 19 50
65 148 5
0 86 16
78 27 84
121 114 71
79 69 12
114 117 8
15 31 38
110 112 54
101 11 5
114 33 69
18 73 13
2 120 5
50 107 77
11 116 26
132 12 45
59 76 62
52 17 93
53 65 75
39 102 98
138 116 74
79 88 95
83 42 14
20 113 28
141 132 96
143 127 46
34 147 86
87 86 54
